Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Number,Sector Name,Generator Id,January,February,March,April,May,June,July,August,September,October,November,December,Yearly_generation,BA_CODE,YEAR
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,"81,212","85,275","74,860","86,558","51,866","70,043","59,553","77,509",0,.,.,.,586876.00,GLHB,2022
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,"93,840","88,213","98,761","88,182","47,235","81,208","82,611","69,093",0,.,.,.,649143.00,GLHB,2022
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,3,"93,027","72,102","84,280","74,954","50,035","66,669","78,031","58,267",0,.,.,.,577365.00,GLHB,2022
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,4,"88,169","85,096","103,874","73,125","58,394","80,718","72,836","69,433",0,.,.,.,631645.00,GLHB,2022
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,5,"100,480","81,300","97,042","86,920","46,416","75,347","67,547","68,259",0,.,.,.,623311.00,GLHB,2022
887,Joppa Steam,Electric Energy Inc,5748,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,6,"94,670","90,636","83,617","83,543","38,363","57,226","46,043","60,308",0,.,.,.,554406.00,GLHB,2022
889,Baldwin Energy Complex,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,1,"318,982","226,546","265,063","106,524",0,"177,627","315,369","251,023","219,218","216,748","264,877","299,106",2661083.00,MISO,2022
889,Baldwin Energy Complex,Dynegy Midwest Generation Inc,5517,IL,ENC,SERC,22,2,NAICS-22 Non-Cogen,2,"323,113","303,123","200,123","319,263","246,163","259,501","300,989","292,894","180,334","281,769","254,438","300,232",3261942.00,MISO,2022
963,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
963,Dallman,City of Springfield - (IL),17828,IL,ENC,SERC,22,1,Electric Utility,4,"123,528","125,926","16,712","56,522","114,243","129,243","127,533","143,285","101,615","89,149","107,365","115,157",1250278.00,MISO,2022
976,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,1,"22,958","21,665","12,650",0,"7,466","23,094","19,346","23,694","22,245","9,360","22,826","21,619",206923.00,MISO,2022
976,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,2,"24,415","22,005","23,903","1,357","24,464","23,902","19,476","24,768","22,450",0,"15,876","24,896",227512.00,MISO,2022
976,Marion,Southern Illinois Power Coop,17632,IL,ENC,SERC,22,1,Electric Utility,3,"24,532","22,166","24,128","1,357","24,500","24,428","19,700","24,893","22,995","9,718","23,159","24,815",246391.00,MISO,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,1,"108,761","69,827","56,902","90,498","122,595","119,642","101,408","115,117","29,036","-1,037","-1,590","-1,587",809572.00,PJM,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,2,"82,332","89,425","54,526","92,041","132,009","129,941","64,686","128,066","113,210","50,768","107,199","135,790",1179993.00,PJM,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,3,"112,094","89,100","53,782","29,349","95,972","102,946","61,515","86,514","92,962","42,916","93,077","107,557",967784.00,PJM,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,4,"97,278","68,965","114,589","95,458","29,776","129,521","91,776","108,620","66,176","47,832","62,510","114,537",1027038.00,PJM,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,5,"102,019","95,330","105,289","135,032","94,317","128,525","117,905","126,693","118,281","57,259","92,734","131,834",1305218.00,PJM,2022
983,Clifty Creek,Indiana-Kentucky Electric Corp,9269,IN,ENC,RFC,22,1,Electric Utility,6,"102,252","33,763","100,603","99,065",-287,"6,606","1,025",-379,"3,681","32,037","71,568","74,202",524136.00,PJM,2022
990,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,5,"30,234","25,558","21,227","24,369","14,389","20,220","32,848","6,542","8,242","16,861","24,010","28,149",252649.00,MISO,2022
990,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,6,"29,218","22,902","19,039","28,147","18,740","24,548","39,741","23,210","17,414","16,719","34,235","36,239",310152.00,MISO,2022
990,Harding Street,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,7,"157,242","103,725","18,135",0,0,0,"8,472","87,272","40,631","43,403","43,065","51,183",553128.00,MISO,2022
991,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,GT1,0,0,"90,224","143,412","134,974","135,496","146,614","143,899","143,208","153,909","145,478","139,050",1376264.00,MISO,2022
991,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,GT2,0,0,"74,180","144,535","136,323","136,840","146,685","144,377","144,663","155,518","140,754","116,135",1340010.00,MISO,2022
991,Eagle Valley (IN),Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,STG1,0,0,"86,448","161,716","167,824","167,963","179,867","174,655","169,401","173,529","160,970","137,846",1580219.00,MISO,2022
992,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
992,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,6,"1,619","1,285",767,711,"1,191","1,255","1,359","1,399","1,416","1,547","1,296","1,190",15036.00,MISO,2022
992,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
992,CC Perry K,Citizens Thermal Energy,3599,IN,ENC,RFC,22,3,NAICS-22 Cogen,8,389,556,21,143,178,0,0,0,0,0,319,513,2119.00,MISO,2022
994,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,4,"338,920","266,356","215,474","270,953","94,882","103,278","261,623","267,460","275,825","203,377","278,212","266,197",2842557.00,MISO,2022
994,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,ST2,"288,220","247,713","203,111","80,057","169,850","154,730","146,669","263,497","119,798","131,419","238,949","259,194",2303207.00,MISO,2022
994,AES Petersburg,Indianapolis Power & Light Co,9273,IN,ENC,RFC,22,1,Electric Utility,ST3,"283,963","237,003","308,995","259,002","-2,625","222,415","313,074","307,413","233,996","238,347","130,034","329,682",2861299.00,MISO,2022
997,Michigan City,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,12,"36,053","77,743","80,571","144,642","267,321","119,612","204,223","222,623","181,252","-3,853","12,606","73,082",1415875.00,MISO,2022
1001,Cayuga,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,1,"191,122","250,896","117,058","-1,895","-1,558","-2,151","201,268","260,109","221,977","102,199","236,439","192,676",1768140.00,MISO,2022
1001,Cayuga,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,2,"209,900","264,062","152,606","279,322","255,545","248,880","263,992","248,370","176,019","150,795","258,796","160,923",2669210.00,MISO,2022
1004,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,CT1,"94,633","104,527","105,092","49,809","95,641","88,883","90,372","99,412","92,822","84,307","94,843","91,551",1091892.00,MISO,2022
1004,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,CT2,"109,616","98,232","100,613","71,631","107,996","102,964","99,243","88,548","72,285","68,275","96,545","73,467",1089415.00,MISO,2022
1004,Edwardsport,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,ST,"141,973","118,284","138,072","104,253","166,942","157,214","178,044","166,248","152,307","121,993","165,139","150,231",1760700.00,MISO,2022
1012,F B Culley,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,2,"36,424","12,584",-436,"7,392","32,704","10,782","7,554","5,400","5,226",-386,"44,776","49,058",211078.00,MISO,2022
1012,F B Culley,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,3,"147,422","61,466","5,148","135,290","158,768","143,472","-1,834","-1,302",0,-996,"-1,254","-1,768",644412.00,MISO,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,1,105,435,244,-12,578,"1,008",769,909,-15,212,-15,"1,662",5880.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,2,70,241,10,-28,584,517,-21,0,0,0,0,0,1373.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,3,75,149,195,-8,545,"1,165",746,"1,407",478,209,-11,"1,945",6895.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,6,81,362,132,65,541,"1,044",778,"1,340",469,220,-13,"1,695",6714.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,7,110,110,193,2,591,"1,083",779,"1,245",412,195,-17,"1,956",6659.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,8,98,185,217,-12,555,"1,182",816,"1,370",481,318,-25,"1,951",7136.00,CPLE,2022
1016,Butler-Warner Generation Plant,Fayetteville Public Works Commission,6235,NC,SAT,SERC,22,1,Electric Utility,9,-400,166,-90,-350,"1,148","2,532","1,373","2,415",442,-153,-393,"3,215",9905.00,CPLE,2022
1024,Crawfordsville Power Plant,Crawfordsville Energy LLC,59774,IN,ENC,RFC,22,2,NAICS-22 Non-Cogen,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
1024,Crawfordsville Power Plant,Crawfordsville Energy LLC,59774,IN,ENC,RFC,22,2,NAICS-22 Non-Cogen,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
1047,Lansing,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,4,"66,078","63,081","78,569","85,064","51,466","40,902","106,598","129,367","56,592","104,413","100,988","100,329",983447.00,MISO,2022
1073,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,1,"5,058","5,477","5,433","3,528","5,915","4,335","3,224",714,"3,952","3,565","4,026","4,048",49275.00,MISO,2022
1073,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,3,742,988,"-1,610",477,"2,696","11,137","11,473","11,681","8,611","2,712",-92,"3,060",51875.00,MISO,2022
1073,Prairie Creek,Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,4,"1,151",-410,-351,-344,729,"6,035","12,130","5,711",576,-362,"1,859","1,904",28628.00,MISO,2022
1082,Walter Scott Jr Energy Center,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,3,"307,091","247,377","286,662","205,069","214,121","348,414","450,391","487,808","424,320","312,026","113,950","327,226",3724455.00,MISO,2022
1082,Walter Scott Jr Energy Center,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,4,"195,990","64,774","-7,927","-7,065","128,365","308,573","340,776","430,285","470,008","181,199","326,458","423,815",2855251.00,MISO,2022
1091,George Neal North,MidAmerican Energy Co,12341,IA,WNC,MRO,22,1,Electric Utility,3,"24,154","41,002","125,939","80,981","8,952","63,972","139,783","177,827","5,122","10,151","-4,435","-7,685",665763.00,MISO,2022
1104,Burlington (IA),Interstate Power and Light Co,9417,IA,WNC,MRO,22,1,Electric Utility,1,-2,"-1,771","-1,088",-936,106,"10,935","5,652","5,967",939,"-1,298",-378,"-1,431",16695.00,MISO,2022
1167,Muscatine Plant #1,Board of Water Electric & Communications,13143,IA,WNC,MRO,22,1,Electric Utility,7,"2,217",-64,-58,-45,818,"2,829","4,871",-107,-49,-107,-91,"1,012",11226.00,MISO,2022
1167,Muscatine Plant #1,Board of Water Electric & Communications,13143,IA,WNC,MRO,22,1,Electric Utility,8,0,0,0,"1,494","2,810","3,886","3,543","2,284",0,453,0,"8,304",22774.00,MISO,2022
1167,Muscatine Plant #1,Board of Water Electric & Communications,13143,IA,WNC,MRO,22,1,Electric Utility,8A,"10,419","7,071","10,269","7,379",-55,"9,424","10,227","8,770","8,875","10,176","5,747","7,275",95577.00,MISO,2022
1167,Muscatine Plant #1,Board of Water Electric & Communications,13143,IA,WNC,MRO,22,1,Electric Utility,9,"55,739","47,289","47,728","52,825","75,860","75,968","69,246","94,033","63,734",-988,"42,954","48,900",673288.00,MISO,2022
1233,Fort Dodge,Sunflower Electric Power Corp,18315,KS,WNC,MRO,22,1,Electric Utility,4,-205,-192,-182,-154,"1,636",830,575,-144,652,-138,"3,793",-227,6244.00,SWPP,2022
1239,Riverton,Empire District Electric Co,5860,KS,WNC,MRO,22,1,Electric Utility,12,"91,527","90,482","80,450","46,785","71,216","80,508","94,639","92,746","100,352","61,236","100,749","79,199",989889.00,SWPP,2022
1239,Riverton,Empire District Electric Co,5860,KS,WNC,MRO,22,1,Electric Utility,2-Dec,"44,343","44,746","40,803","24,209","38,493","46,361","58,914","57,075",0,"33,124","50,664","37,822",476554.00,SWPP,2022
1241,La Cygne,Evergy Metro,10000,KS,WNC,MRO,22,1,Electric Utility,1,"242,938","276,957","295,634","180,049","360,636","428,366","500,293","326,413","340,851","28,453","1,185","305,923",3287698.00,SWPP,2022
1241,La Cygne,Evergy Metro,10000,KS,WNC,MRO,22,1,Electric Utility,2,"354,313","350,189","182,089",0,"29,010","282,310","350,948","440,102","349,548","420,227","154,356","351,526",3264618.00,SWPP,2022
1250,Lawrence Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,4,"33,776","31,594","35,002","32,224","38,501","29,088","65,806","56,410","22,400","20,397","30,005","44,856",440059.00,SWPP,2022
1250,Lawrence Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,5,"150,311","101,964","113,610","139,053","132,298","157,394","198,389","156,407","68,293","88,287","112,660","133,560",1552226.00,SWPP,2022
1355,E W Brown,Kentucky Utilities Co,10171,KY,ESC,SERC,22,1,Electric Utility,3,"136,290","90,082","88,544","97,850","49,848","134,918","98,182","67,432","47,942","53,318","70,710","51,511",986627.00,LGEE,2022
1356,Ghent,Kentucky Utilities Co,10171,KY,ESC,SERC,22,1,Electric Utility,1,"250,611","234,631","93,874","-1,873","296,681","226,016","249,032","267,564","236,070","286,102","274,424","280,740",2693872.00,LGEE,2022
1356,Ghent,Kentucky Utilities Co,10171,KY,ESC,SERC,22,1,Electric Utility,2,"198,948","50,900","164,484","292,290","286,085","175,107","271,835","294,888","236,430","-2,563","83,441","158,848",2210693.00,LGEE,2022
1356,Ghent,Kentucky Utilities Co,10171,KY,ESC,SERC,22,1,Electric Utility,3,"204,177","227,182","254,953","276,999","295,614","234,849","255,471","265,450","243,169","195,061","79,667","270,479",2803071.00,LGEE,2022
1356,Ghent,Kentucky Utilities Co,10171,KY,ESC,SERC,22,1,Electric Utility,4,"204,771","198,872","225,255","15,521","116,714","212,266","230,355","230,555","206,821","236,402","229,640","223,727",2330899.00,LGEE,2022
1363,Cane Run,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,7A,"146,652","133,667","161,773","40,665","6,785","48,261","138,390","149,608","109,261","157,293","149,208","157,371",1398934.00,LGEE,2022
1363,Cane Run,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,7B,"136,078","146,691","161,748","41,056","101,931","48,136","139,368","101,571","143,653","157,195","150,093","158,673",1486193.00,LGEE,2022
1363,Cane Run,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,7S,"148,126","148,883","176,145","44,726","53,412",0,"160,931","144,714","143,415","174,200","164,911","170,251",1529714.00,LGEE,2022
1364,Mill Creek (KY),Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,1,"130,393","147,237","175,968","178,953","64,735","68,746","16,623",-3,-34,"107,379","171,954","171,050",1233001.00,LGEE,2022
1364,Mill Creek (KY),Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,2,"142,705","99,747","176,243","163,911","-1,008","90,360","160,076","189,285","170,023","109,775","173,151","154,709",1628977.00,LGEE,2022
1364,Mill Creek (KY),Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,3,"49,274","53,070","191,807","204,899","219,308","177,606","201,717","211,494","98,225","212,651","226,975","224,617",2071643.00,LGEE,2022
1364,Mill Creek (KY),Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,4,"225,721","237,461","271,848","238,644","272,492","228,987","247,050","258,444","177,222",-474,-512,"221,506",2378389.00,LGEE,2022
1378,Paradise,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,CTG1,"142,404","100,660","30,335","117,795","120,854","138,548","143,985","142,880","132,636","125,431","131,890","128,704",1456122.00,TVA,2022
1378,Paradise,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,CTG2,"142,015","100,201","30,214","117,460","120,567","132,809","142,784","142,306","132,023","101,401","131,578","128,399",1421757.00,TVA,2022
1378,Paradise,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,CTG3,"142,503","100,364","30,154","118,169","121,379","139,164","144,493","143,493","133,167","98,584","132,302","129,106",1432878.00,TVA,2022
1378,Paradise,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,STG1,"250,224","175,197","50,664","215,467","220,884","255,776","265,036","267,776","245,016","173,391","228,883","223,354",2571668.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,1,"67,326","15,357",-131,"42,425","61,143","68,806","76,196","70,886","47,159","74,378","73,237","70,519",667301.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,2,"61,351","58,659","67,052","65,498",-818,"52,357","55,942","57,437","38,491","78,429","73,207","70,519",678124.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,3,"68,697","66,071","71,085","70,450","35,833","54,252","54,327","45,860","37,229","70,244","68,545","70,519",713112.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,4,-831,-613,"61,609","74,618","54,588","70,455","78,489","70,389","47,917","82,945","78,180","70,519",688265.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,5,"66,231","68,491","67,804","70,909","18,307","56,518","56,883","58,363","37,861","81,626","75,228","70,519",728740.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,6,"73,499","67,103","34,267","75,629","18,678","50,073","58,400","59,255","38,709","88,516","78,304","70,519",712952.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,7,"39,589","62,305","59,153","61,736","17,249","51,979","53,482","55,114","39,247",-334,-25,"70,519",510014.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,8,"62,611","63,405","67,627","68,102","33,468","50,595","51,391","51,611","36,329","53,345","69,181","70,519",678184.00,TVA,2022
1379,Shawnee,Tennessee Valley Authority,18642,KY,ESC,SERC,22,1,Electric Utility,9,"64,365","62,401","34,239",-117,"13,213","53,863","56,794","57,074","38,564","82,383","79,503","70,519",612801.00,TVA,2022
1384,Cooper,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,1,"42,704","20,075","-1,054",-703,"1,103","10,685","19,898","5,944","21,761","6,153",-881,"19,978",145663.00,PJM,2022
1384,Cooper,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,2,"96,633","47,337",-800,-914,"21,778","77,318","84,050","53,725","28,667","-1,141",-810,"-2,224",403619.00,PJM,2022
1391,Louisiana 1,Entergy Louisiana LLC,11241,LA,WSC,SERC,32411,7,Industrial NAICS Cogen,1A,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
1391,Louisiana 1,Entergy Louisiana LLC,11241,LA,WSC,SERC,32411,7,Industrial NAICS Cogen,2A,"41,681","37,230","41,407","40,171","32,185","40,960","41,641","41,936","40,314","41,333","40,131","41,150",480139.00,MISO,2022
1391,Louisiana 1,Entergy Louisiana LLC,11241,LA,WSC,SERC,32411,7,Industrial NAICS Cogen,3A,"46,131","40,517","34,483","34,048","33,934","41,195","45,625","46,735","45,318","46,828","43,157","44,106",502077.00,MISO,2022
1393,R S Nelson,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,1,"54,371","51,189","74,922","44,474","35,314","51,631","67,179","24,718","51,733","1,307","63,532","63,108",583478.00,MISO,2022
1393,R S Nelson,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,2,"67,692","46,714","66,012","61,284","25,840",0,0,"69,587","68,999","71,409","68,962","69,415",615914.00,MISO,2022
1393,R S Nelson,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
1393,R S Nelson,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,6,"92,975","80,120","160,321","192,164","169,482","270,689","342,804","360,492","219,871","60,001",0,"126,302",2075221.00,MISO,2022
1396,Coughlin Power Station,Cleco Power LLC,3265,LA,WSC,SERC,22,1,Electric Utility,6,"24,631","34,354","49,091","38,632","50,896","23,982","51,109","41,118","27,918","42,778","27,606","38,563",450678.00,MISO,2022
1396,Coughlin Power Station,Cleco Power LLC,3265,LA,WSC,SERC,22,1,Electric Utility,7,"34,385","46,368","81,212","93,151","91,422","86,009","82,960","69,257","40,602","81,732","77,929","61,067",846094.00,MISO,2022
1396,Coughlin Power Station,Cleco Power LLC,3265,LA,WSC,SERC,22,1,Electric Utility,U6CT,"50,218","70,460","99,132","73,921","99,330","47,414","100,363","81,954","54,626","83,783","54,799","75,626",891626.00,MISO,2022
1396,Coughlin Power Station,Cleco Power LLC,3265,LA,WSC,SERC,22,1,Electric Utility,U72,"33,033","44,210","78,389","90,922","93,388","85,938","81,267","69,165","40,109","81,613","78,544","60,488",837066.00,MISO,2022
1396,Coughlin Power Station,Cleco Power LLC,3265,LA,WSC,SERC,22,1,Electric Utility,U7CT,"36,872","46,297","79,211","91,472","89,388","87,344","81,999","69,627","40,265","82,223","79,261","61,694",845653.00,MISO,2022
1402,Little Gypsy,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,2,"7,648","20,249","11,025","31,649","45,688","122,284","126,373","40,523","15,066","32,791","71,816",0,525112.00,MISO,2022
1402,Little Gypsy,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,3,"68,713","36,939","9,118",0,0,0,"6,741","9,076",0,"26,049","119,523","35,915",312074.00,MISO,2022
1403,Nine Mile Point,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,5,"213,760","152,477","189,549","305,109","338,001","353,695","226,029","236,289","273,721","209,186",0,0,2497816.00,MISO,2022
1403,Nine Mile Point,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,6(4),"150,123","226,140","75,791",0,0,"118,683","367,904","303,201","245,845","245,207","244,637","122,082",2099613.00,MISO,2022
1403,Nine Mile Point,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,6A,"134,341","85,533","84,185","123,138","121,073","116,963","121,401","119,871","6,889","42,951","106,378","120,367",1183090.00,MISO,2022
1403,Nine Mile Point,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,6B,"135,178","96,974","84,591","123,645","119,902","112,042","117,620","120,863","8,136","41,740","117,776","121,967",1200434.00,MISO,2022
1403,Nine Mile Point,Entergy Louisiana LLC,11241,LA,WSC,SERC,22,1,Electric Utility,6C,"156,206","98,206","102,339","157,796","158,698","153,881","159,482","158,314","9,357","48,768","140,489","137,322",1480858.00,MISO,2022
1507,William F Wyman Hybrid,FPL Energy Wyman LLC,31719,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,ISNE,2022
1507,William F Wyman Hybrid,FPL Energy Wyman LLC,31719,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,ISNE,2022
1507,William F Wyman Hybrid,FPL Energy Wyman LLC,31719,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,3,"1,860",0,0,233,19,0,652,"2,015",28,0,40,"14,871",19718.00,ISNE,2022
1507,William F Wyman Hybrid,FPL Energy Wyman LLC,31719,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,4,"144,151","5,862",0,0,0,0,"1,693",111,184,177,286,"63,511",215975.00,ISNE,2022
1554,Herbert A Wagner,H.A. Wagner LLC,60422,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,1,0,0,0,0,536,"2,590","1,378",159,0,0,0,"2,675",7338.00,PJM,2022
1554,Herbert A Wagner,H.A. Wagner LLC,60422,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,3,"36,082","5,765",0,0,"15,865","32,254",0,564,"2,887",0,0,0,93417.00,PJM,2022
1554,Herbert A Wagner,H.A. Wagner LLC,60422,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,4,0,0,0,0,0,"1,124","4,279","2,827",0,0,0,"3,341",11571.00,PJM,2022
1571,Chalk Point Power,"Lanyard Power Holdings, LLC",12653,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,3,"-1,391","-1,725","-1,449","-1,335","4,653","21,489","5,991","42,043","-1,283","-1,204","-1,464","72,317",136642.00,PJM,2022
1571,Chalk Point Power,"Lanyard Power Holdings, LLC",12653,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,4,"-1,911","-1,911","-1,516",-984,"33,504","37,591","19,535","2,152",-874,-934,-997,"-1,423",82232.00,PJM,2022
1573,Morgantown Generating Plant,"Lanyard Power Holdings, LLC",12653,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,ST1,"220,122","78,295","85,042","171,030","209,990",0,-720,-585,-491,.,.,.,762683.00,PJM,2022
1573,Morgantown Generating Plant,"Lanyard Power Holdings, LLC",12653,MD,SAT,RFC,22,2,NAICS-22 Non-Cogen,ST2,"238,417","65,737","49,814","101,797","23,132",0,-127,-107,-93,.,.,.,478570.00,PJM,2022
