State and County FIPS Code,AVERT Region
32013,Northwest
32015,Northwest
32017,Northwest
32019,Northwest
32021,Northwest
32023,Northwest
32027,Northwest
32029,Northwest
32031,Northwest
32033,Northwest
32510,Northwest
33001,New England
33003,New England
33005,New England
33007,New England
33009,New England
33011,New England
33013,New England
33015,New England
33017,New England
33019,New England
34001,Mid-Atlantic
34003,Mid-Atlantic
34005,Mid-Atlantic
34007,Mid-Atlantic
34009,Mid-Atlantic
34011,Mid-Atlantic
34013,Mid-Atlantic
34015,Mid-Atlantic
34017,Mid-Atlantic
34019,Mid-Atlantic
34021,Mid-Atlantic
34023,Mid-Atlantic
34025,Mid-Atlantic
34027,Mid-Atlantic
34029,Mid-Atlantic
34031,Mid-Atlantic
34033,Mid-Atlantic
34035,Mid-Atlantic
34037,Mid-Atlantic
34039,Mid-Atlantic
34041,Mid-Atlantic
35001,Southwest
35003,Southwest
35005,Central
35006,Southwest
35007,Southwest
35009,Central
35011,Central
35013,Southwest
35015,Central
35017,Southwest
35019,Central
35021,Southwest
35023,Southwest
35025,Central
35027,Southwest
35028,Southwest
35029,Southwest
35031,Southwest
35033,Southwest
35035,Southwest
35037,Central
35039,Rocky Mountains
35041,Central
35043,Southwest
35045,Southwest
35047,Southwest
35049,Southwest
35051,Southwest
35053,Southwest
35055,Southwest
35057,Southwest
35059,Southwest
35061,Southwest
36001,New York
36003,New York
36005,New York
36007,New York
36009,New York
36011,New York
36013,New York
36015,New York
36017,New York
36019,New York
36021,New York
36023,New York
36025,New York
36027,New York
36029,New York
36031,New York
36033,New York
36035,New York
36037,New York
36039,New York
36041,New York
36043,New York
36045,New York
36047,New York
36049,New York
36051,New York
36053,New York
36055,New York
36057,New York
36059,New York
36061,New York
36063,New York
36065,New York
36067,New York
36069,New York
36071,New York
36073,New York
36075,New York
36077,New York
36079,New York
36081,New York
36083,New York
36085,New York
36087,New York
36089,New York
36091,New York
36093,New York
36095,New York
36097,New York
36099,New York
36101,New York
36103,New York
36105,New York
36107,New York
36109,New York
36111,New York
36113,New York
36115,New York
36117,New York
36119,New York
36121,New York
36123,New York
37001,Carolinas
37003,Carolinas
37005,Carolinas
37007,Carolinas
37009,Carolinas
37011,Carolinas
37013,Carolinas
37015,Mid-Atlantic
37017,Carolinas
37019,Carolinas
37021,Carolinas
37023,Carolinas
37025,Carolinas
37027,Carolinas
37029,Mid-Atlantic
37031,Carolinas
37033,Carolinas
37035,Carolinas
37037,Carolinas
37039,Carolinas
37041,Mid-Atlantic
37043,Carolinas
37045,Carolinas
37047,Carolinas
37049,Carolinas
37051,Carolinas
37053,Mid-Atlantic
37055,Mid-Atlantic
37057,Carolinas
37059,Carolinas
37061,Carolinas
37063,Carolinas
37065,Carolinas
37067,Carolinas
37069,Carolinas
37071,Carolinas
37073,Mid-Atlantic
37075,Carolinas
37077,Carolinas
37079,Carolinas
37081,Carolinas
37083,Carolinas
37085,Carolinas
37087,Carolinas
37089,Carolinas
37091,Mid-Atlantic
37093,Carolinas
37095,Mid-Atlantic
37097,Carolinas
37099,Carolinas
37101,Carolinas
37103,Carolinas
37105,Carolinas
37107,Carolinas
37109,Carolinas
37111,Carolinas
37113,Carolinas
37115,Carolinas
37117,Mid-Atlantic
37119,Carolinas
37121,Carolinas
37123,Carolinas
37125,Carolinas
37127,Carolinas
37129,Carolinas
37131,Mid-Atlantic
37133,Carolinas
37135,Carolinas
37137,Carolinas
37139,Mid-Atlantic
37141,Carolinas
37143,Mid-Atlantic
37145,Carolinas
37147,Carolinas
37149,Carolinas
37151,Carolinas
37153,Carolinas
37155,Carolinas
37157,Carolinas
37159,Carolinas
37161,Carolinas
37163,Carolinas
37165,Carolinas
37167,Carolinas
37169,Carolinas
37171,Carolinas
37173,Carolinas
37175,Carolinas
37177,Mid-Atlantic
37179,Carolinas
37181,Carolinas
37183,Carolinas
37185,Carolinas
37187,Mid-Atlantic
37189,Carolinas
37191,Carolinas
37193,Carolinas
37195,Carolinas
37197,Carolinas
37199,Carolinas
38001,Midwest
38003,Midwest
38005,Midwest
38007,Central
38009,Midwest
38011,Midwest
38013,Central
38015,Midwest
38017,Midwest
38019,Midwest
38021,Midwest
38023,Central
38025,Central
38027,Midwest
38029,Midwest
38031,Midwest
38033,Central
38035,Midwest
38037,Midwest
38039,Midwest
38041,Midwest
38043,Midwest
38045,Midwest
38047,Midwest
38049,Midwest
38051,Midwest
38053,Central
38055,Central
38057,Central
38059,Midwest
38061,Central
38063,Midwest
38065,Midwest
38067,Midwest
38069,Midwest
38071,Midwest
38073,Midwest
38075,Midwest
38077,Midwest
38079,Midwest
38081,Midwest
38083,Midwest
38085,Midwest
38087,Midwest
38089,Midwest
38091,Midwest
38093,Midwest
38095,Midwest
38097,Midwest
38099,Midwest
38101,Central
38103,Midwest
38105,Central
39001,Mid-Atlantic
39003,Mid-Atlantic
39005,Mid-Atlantic
39007,Mid-Atlantic
39009,Mid-Atlantic
39011,Mid-Atlantic
39013,Mid-Atlantic
39015,Mid-Atlantic
39017,Mid-Atlantic
39019,Mid-Atlantic
39021,Mid-Atlantic
39023,Mid-Atlantic
39025,Mid-Atlantic
39027,Mid-Atlantic
39029,Mid-Atlantic
39031,Mid-Atlantic
39033,Mid-Atlantic
39035,Mid-Atlantic
39037,Mid-Atlantic
39039,Mid-Atlantic
39041,Mid-Atlantic
39043,Mid-Atlantic
39045,Mid-Atlantic
39047,Mid-Atlantic
39049,Mid-Atlantic
39051,Mid-Atlantic
39053,Mid-Atlantic
39055,Mid-Atlantic
39057,Mid-Atlantic
39059,Mid-Atlantic
39061,Mid-Atlantic
39063,Mid-Atlantic
39065,Mid-Atlantic
39067,Mid-Atlantic
39069,Mid-Atlantic
39071,Mid-Atlantic
39073,Mid-Atlantic
39075,Mid-Atlantic
39077,Mid-Atlantic
39079,Mid-Atlantic
39081,Mid-Atlantic
39083,Mid-Atlantic
39085,Mid-Atlantic
39087,Mid-Atlantic
39089,Mid-Atlantic
39091,Mid-Atlantic
39093,Mid-Atlantic
39095,Mid-Atlantic
39097,Mid-Atlantic
39099,Mid-Atlantic
39101,Mid-Atlantic
39103,Mid-Atlantic
39105,Mid-Atlantic
39107,Mid-Atlantic
39109,Mid-Atlantic
39111,Mid-Atlantic
39113,Mid-Atlantic
39115,Mid-Atlantic
39117,Mid-Atlantic
39119,Mid-Atlantic
39121,Mid-Atlantic
39123,Mid-Atlantic
39125,Mid-Atlantic
39127,Mid-Atlantic
39129,Mid-Atlantic
39131,Mid-Atlantic
39133,Mid-Atlantic
39135,Mid-Atlantic
39137,Mid-Atlantic
39139,Mid-Atlantic
39141,Mid-Atlantic
39143,Mid-Atlantic
39145,Mid-Atlantic
39147,Mid-Atlantic
39149,Mid-Atlantic
39151,Mid-Atlantic
39153,Mid-Atlantic
39155,Mid-Atlantic
39157,Mid-Atlantic
39159,Mid-Atlantic
39161,Mid-Atlantic
39163,Mid-Atlantic
39165,Mid-Atlantic
39167,Mid-Atlantic
39169,Mid-Atlantic
39171,Mid-Atlantic
39173,Mid-Atlantic
39175,Mid-Atlantic
40001,Central
40003,Central
40005,Central
40007,Central
40009,Central
40011,Central
40013,Central
40015,Central
40017,Central
40019,Central
40021,Central
40023,Central
40025,Central
40027,Central
40029,Central
40031,Central
40033,Central
40035,Central
40037,Central
40039,Central
40041,Central
40043,Central
40045,Central
40047,Central
40049,Central
40051,Central
40053,Central
40055,Central
40057,Central
40059,Central
40061,Central
40063,Central
40065,Central
40067,Central
40069,Central
40071,Central
40073,Central
40075,Central
40077,Central
40079,Central
40081,Central
40083,Central
40085,Central
40087,Central
40089,Central
40091,Central
40093,Central
40095,Central
40097,Central
40099,Central
40101,Central
40103,Central
40105,Central
40107,Central
40109,Central
40111,Central
40113,Central
40115,Central
40117,Central
40119,Central
40121,Central
40123,Central
40125,Central
40127,Central
40129,Central
40131,Central
40133,Central
40135,Central
40137,Central
40139,Central
40141,Central
40143,Central
40145,Central
40147,Central
40149,Central
40151,Central
40153,Central
41001,Northwest
41003,Northwest
41005,Northwest
41007,Northwest
41009,Northwest
41011,Northwest
41013,Northwest
41015,Northwest
41017,Northwest
41019,Northwest
41021,Northwest
41023,Northwest
41025,Northwest
41027,Northwest
41029,Northwest
41031,Northwest
41033,Northwest
41035,Northwest
41037,Northwest
41039,Northwest
41041,Northwest
41043,Northwest
41045,Northwest
41047,Northwest
41049,Northwest
41051,Northwest
41053,Northwest
41055,Northwest
41057,Northwest
41059,Northwest
41061,Northwest
41063,Northwest
41065,Northwest
41067,Northwest
41069,Northwest
41071,Northwest
42001,Mid-Atlantic
42003,Mid-Atlantic
42005,Mid-Atlantic
42007,Mid-Atlantic
42009,Mid-Atlantic
42011,Mid-Atlantic
42013,Mid-Atlantic
42015,Mid-Atlantic
42017,Mid-Atlantic
42019,Mid-Atlantic
42021,Mid-Atlantic
42023,Mid-Atlantic
42025,Mid-Atlantic
42027,Mid-Atlantic
42029,Mid-Atlantic
42031,Mid-Atlantic
42033,Mid-Atlantic
42035,Mid-Atlantic
42037,Mid-Atlantic
42039,Mid-Atlantic
42041,Mid-Atlantic
42043,Mid-Atlantic
42045,Mid-Atlantic
42047,Mid-Atlantic
42049,Mid-Atlantic
42051,Mid-Atlantic
42053,Mid-Atlantic
42055,Mid-Atlantic
42057,Mid-Atlantic
42059,Mid-Atlantic
42061,Mid-Atlantic
42063,Mid-Atlantic
42065,Mid-Atlantic
42067,Mid-Atlantic
42069,Mid-Atlantic
42071,Mid-Atlantic
42073,Mid-Atlantic
42075,Mid-Atlantic
42077,Mid-Atlantic
42079,Mid-Atlantic
42081,Mid-Atlantic
42083,Mid-Atlantic
42085,Mid-Atlantic
42087,Mid-Atlantic
42089,Mid-Atlantic
42091,Mid-Atlantic
42093,Mid-Atlantic
42095,Mid-Atlantic
42097,Mid-Atlantic
42099,Mid-Atlantic
42101,Mid-Atlantic
42103,Mid-Atlantic
42105,Mid-Atlantic
42107,Mid-Atlantic
42109,Mid-Atlantic
42111,Mid-Atlantic
42113,Mid-Atlantic
42115,Mid-Atlantic
42117,Mid-Atlantic
42119,Mid-Atlantic
42121,Mid-Atlantic
42123,Mid-Atlantic
42125,Mid-Atlantic
42127,Mid-Atlantic
42129,Mid-Atlantic
42131,Mid-Atlantic
42133,Mid-Atlantic
44001,New England
44003,New England
44005,New England
44007,New England
44009,New England
45001,Carolinas
45003,Carolinas
45005,Carolinas
45007,Carolinas
45009,Carolinas
45011,Carolinas
45013,Carolinas
45015,Carolinas
45017,Carolinas
45019,Carolinas
45021,Carolinas
45023,Carolinas
45025,Carolinas
45027,Carolinas
45029,Carolinas
45031,Carolinas
45033,Carolinas
45035,Carolinas
45037,Carolinas
45039,Carolinas
45041,Carolinas
45043,Carolinas
45045,Carolinas
45047,Carolinas
45049,Carolinas
45051,Carolinas
45053,Carolinas
45055,Carolinas
45057,Carolinas
45059,Carolinas
45061,Carolinas
45063,Carolinas
45065,Carolinas
45067,Carolinas
45069,Carolinas
45071,Carolinas
45073,Carolinas
45075,Carolinas
45077,Carolinas
45079,Carolinas
45081,Carolinas
45083,Carolinas
45085,Carolinas
45087,Carolinas
45089,Carolinas
45091,Carolinas
46003,Central
46005,Central
46007,Rocky Mountains
46009,Central
46011,Central
46013,Central
46015,Central
46017,Rocky Mountains
46019,Rocky Mountains
46021,Rocky Mountains
46023,Central
46025,Central
46027,Central
46029,Central
46031,Midwest
46033,Rocky Mountains
46035,Central
46037,Central
46039,Central
46041,Rocky Mountains
46043,Central
46045,Central
46047,Rocky Mountains
46049,Central
46051,Midwest
46053,Rocky Mountains
46055,Rocky Mountains
46057,Central
46059,Central
46061,Midwest
46063,Midwest
46065,Central
46067,Midwest
46069,Central
46071,Rocky Mountains
46073,Central
46075,Rocky Mountains
46077,Central
46079,Midwest
46081,Rocky Mountains
46083,Midwest
46085,Rocky Mountains
46087,Midwest
46089,Central
46091,Central
46093,Rocky Mountains
46095,Central
46097,Midwest
46099,Midwest
46101,Midwest
46103,Rocky Mountains
46105,Rocky Mountains
46107,Rocky Mountains
46109,Midwest
46111,Midwest
46113,Central
46115,Central
46117,Rocky Mountains
46119,Rocky Mountains
46121,Rocky Mountains
46123,Rocky Mountains
46125,Midwest
46127,Central
46129,Rocky Mountains
46135,Central
46137,Rocky Mountains
47001,Tennessee
47003,Tennessee
47005,Tennessee
47007,Tennessee
47009,Tennessee
47011,Tennessee
47013,Tennessee
47015,Tennessee
47017,Tennessee
47019,Tennessee
47021,Tennessee
47023,Tennessee
47025,Tennessee
47027,Tennessee
47029,Tennessee
47031,Tennessee
47033,Tennessee
47035,Tennessee
47037,Tennessee
47039,Tennessee
47041,Tennessee
47043,Tennessee
47045,Tennessee
47047,Tennessee
47049,Tennessee
47051,Tennessee
47053,Tennessee
47055,Tennessee
47057,Tennessee
47059,Tennessee
47061,Tennessee
47063,Tennessee
47065,Tennessee
47067,Tennessee
47069,Tennessee
47071,Tennessee
47073,Mid-Atlantic
47075,Tennessee
47077,Tennessee
47079,Tennessee
47081,Tennessee
47083,Tennessee
47085,Tennessee
47087,Tennessee
47089,Tennessee
47091,Tennessee
47093,Tennessee
47095,Tennessee
47097,Tennessee
47099,Tennessee
47101,Tennessee
47103,Tennessee
47105,Tennessee
47107,Tennessee
47109,Tennessee
47111,Tennessee
47113,Tennessee
47115,Tennessee
47117,Tennessee
47119,Tennessee
47121,Tennessee
47123,Tennessee
47125,Tennessee
47127,Tennessee
47129,Tennessee
47131,Tennessee
47133,Tennessee
47135,Tennessee
47137,Tennessee
47139,Tennessee
47141,Tennessee
47143,Tennessee
47145,Tennessee
47147,Tennessee
47149,Tennessee
47151,Tennessee
47153,Tennessee
47155,Tennessee
47157,Tennessee
47159,Tennessee
47161,Tennessee
47163,Mid-Atlantic
47165,Tennessee
47167,Tennessee
47169,Tennessee
47171,Tennessee
47173,Tennessee
47175,Tennessee
47177,Tennessee
47179,Mid-Atlantic
47181,Tennessee
47183,Tennessee
47185,Tennessee
47187,Tennessee
47189,Tennessee
48001,Texas
48003,Central
48005,Midwest
48007,Texas
48009,Texas
48011,Central
48013,Texas
48015,Texas
48017,Central
48019,Texas
48021,Texas
48023,Texas
48025,Texas
48027,Texas
48029,Texas
48031,Texas
48033,Central
48035,Texas
48037,Central
48039,Texas
48041,Midwest
48043,Texas
48045,Central
48047,Texas
48049,Texas
48051,Midwest
48053,Texas
48055,Texas
48057,Texas
48059,Texas
48061,Texas
48063,Central
48065,Central
48067,Central
48069,Central
48071,Midwest
48073,Texas
48075,Central
48077,Texas
48079,Central
48081,Texas
48083,Texas
48085,Texas
48087,Central
48089,Texas
48091,Texas
48093,Texas
48095,Texas
48097,Texas
48099,Texas
48101,Central
48103,Texas
48105,Texas
48107,Central
48109,Southwest
48111,Central
48113,Texas
48115,Central
48117,Central
48119,Texas
48121,Texas
48123,Texas
48125,Texas
48127,Texas
48129,Central
48131,Texas
48133,Texas
48135,Central
48137,Texas
48139,Texas
48141,Southwest
48143,Texas
48145,Midwest
48147,Texas
48149,Texas
48151,Texas
48153,Central
48155,Central
48157,Texas
48159,Central
48161,Texas
48163,Texas
48165,Central
48167,Midwest
48169,Central
48171,Texas
48173,Texas
48175,Texas
48177,Texas
48179,Central
48181,Texas
48183,Central
48185,Midwest
48187,Texas
48189,Central
48191,Central
48193,Texas
48195,Central
48197,Texas
48199,Midwest
48201,Midwest
48203,Central
48205,Central
48207,Texas
48209,Texas
48211,Central
48213,Texas
48215,Texas
48217,Texas
48219,Central
48221,Texas
48223,Central
48225,Midwest
48227,Texas
48229,Southwest
48231,Texas
48233,Central
48235,Texas
48237,Texas
48239,Texas
48241,Midwest
48243,Texas
48245,Midwest
48247,Texas
48249,Texas
48251,Texas
48253,Texas
48255,Texas
48257,Texas
48259,Texas
48261,Texas
48263,Texas
48265,Texas
48267,Texas
48269,Texas
48271,Texas
48273,Texas
48275,Texas
48277,Texas
48279,Central
48281,Texas
48283,Texas
48285,Texas
48287,Texas
48289,Midwest
48291,Midwest
48293,Midwest
48295,Central
48297,Texas
48299,Texas
48301,Texas
48303,Central
48305,Central
48307,Texas
48309,Texas
48311,Texas
48313,Midwest
48315,Central
48317,Central
48319,Texas
48321,Texas
48323,Texas
48325,Texas
48327,Texas
48329,Central
48331,Midwest
48333,Texas
48335,Texas
48337,Texas
48339,Midwest
48341,Central
48343,Central
48345,Central
48347,Midwest
48349,Texas
48351,Midwest
48353,Texas
48355,Texas
48357,Central
48359,Central
48361,Midwest
48363,Texas
48365,Central
48367,Texas
48369,Central
48371,Texas
48373,Midwest
48375,Central
48377,Texas
48379,Central
48381,Central
48383,Texas
48385,Texas
48387,Central
48389,Texas
48391,Texas
48393,Central
48395,Midwest
48397,Texas
48399,Texas
48401,Central
48403,Midwest
48405,Midwest
48407,Midwest
48409,Texas
48411,Texas
48413,Texas
48415,Texas
48417,Texas
48419,Central
48421,Central
48423,Central
48425,Texas
48427,Texas
48429,Texas
48431,Texas
48433,Texas
48435,Texas
48437,Central
48439,Texas
48441,Texas
48443,Texas
48445,Central
48447,Texas
48449,Central
48451,Texas
48453,Texas
48455,Midwest
48457,Midwest
48459,Central
48461,Texas
48463,Texas
48465,Texas
48467,Central
48469,Texas
48471,Midwest
48473,Midwest
48475,Texas
48477,Midwest
48479,Texas
48481,Texas
48483,Central
48485,Central
48487,Central
48489,Texas
48491,Texas
48493,Texas
48495,Texas
48497,Texas
48499,Central
48501,Central
48503,Texas
48505,Texas
48507,Texas
49001,Northwest
49003,Northwest
49005,Northwest
49007,Northwest
49009,Rocky Mountains
49011,Northwest
49013,Northwest
49015,Northwest
49017,Northwest
49019,Northwest
49021,Northwest
49023,Northwest
49025,Rocky Mountains
49027,Northwest
49029,Northwest
49031,Northwest
49033,Northwest
49035,Northwest
49037,Northwest
49039,Northwest
49041,Northwest
49043,Northwest
49045,Northwest
49047,Northwest
49049,Northwest
49051,Northwest
49053,Northwest
49055,Rocky Mountains
49057,Northwest
50001,New England
50003,New England
50005,New England
50007,New England
50009,New England
50011,New England
50013,New England
50015,New England
50017,New England
50019,New England
50021,New England
50023,New England
50025,New England
50027,New England
51001,Mid-Atlantic
51003,Mid-Atlantic
51005,Mid-Atlantic
51007,Mid-Atlantic
51009,Mid-Atlantic
51011,Mid-Atlantic
51013,Mid-Atlantic
51015,Mid-Atlantic
51017,Mid-Atlantic
51019,Mid-Atlantic
51021,Mid-Atlantic
51023,Mid-Atlantic
51025,Mid-Atlantic
51027,Mid-Atlantic
51029,Mid-Atlantic
51031,Mid-Atlantic
51033,Mid-Atlantic
51035,Mid-Atlantic
51036,Mid-Atlantic
51037,Mid-Atlantic
51041,Mid-Atlantic
51043,Mid-Atlantic
51045,Mid-Atlantic
51047,Mid-Atlantic
51049,Mid-Atlantic
51051,Mid-Atlantic
51053,Mid-Atlantic
51057,Mid-Atlantic
51059,Mid-Atlantic
51061,Mid-Atlantic
51063,Mid-Atlantic
51065,Mid-Atlantic
51067,Mid-Atlantic
51069,Mid-Atlantic
51071,Mid-Atlantic
51073,Mid-Atlantic
51075,Mid-Atlantic
51077,Mid-Atlantic
51079,Mid-Atlantic
51081,Mid-Atlantic
51083,Mid-Atlantic
51085,Mid-Atlantic
51087,Mid-Atlantic
51089,Mid-Atlantic
51091,Mid-Atlantic
51093,Mid-Atlantic
51095,Mid-Atlantic
51097,Mid-Atlantic
51099,Mid-Atlantic
51101,Mid-Atlantic
51103,Mid-Atlantic
51105,Midwest
51107,Mid-Atlantic
51109,Mid-Atlantic
51111,Mid-Atlantic
51113,Mid-Atlantic
51115,Mid-Atlantic
51117,Mid-Atlantic
51119,Mid-Atlantic
51121,Mid-Atlantic
51125,Mid-Atlantic
51127,Mid-Atlantic
51131,Mid-Atlantic
51133,Mid-Atlantic
51135,Mid-Atlantic
51137,Mid-Atlantic
51139,Mid-Atlantic
51141,Mid-Atlantic
51143,Mid-Atlantic
51145,Mid-Atlantic
51147,Mid-Atlantic
51149,Mid-Atlantic
51153,Mid-Atlantic
51155,Mid-Atlantic
51157,Mid-Atlantic
51159,Mid-Atlantic
51161,Mid-Atlantic
51163,Mid-Atlantic
51165,Mid-Atlantic
51167,Mid-Atlantic
51169,Mid-Atlantic
51171,Mid-Atlantic
51173,Mid-Atlantic
51175,Mid-Atlantic
51177,Mid-Atlantic
51179,Mid-Atlantic
51181,Mid-Atlantic
51183,Mid-Atlantic
51185,Mid-Atlantic
51187,Mid-Atlantic
51191,Mid-Atlantic
51193,Mid-Atlantic
51195,Mid-Atlantic
51197,Mid-Atlantic
51199,Mid-Atlantic
51510,Mid-Atlantic
51515,Mid-Atlantic
51520,Tennessee
51530,Mid-Atlantic
51540,Mid-Atlantic
51550,Mid-Atlantic
51570,Mid-Atlantic
51580,Mid-Atlantic
51590,Mid-Atlantic
51595,Mid-Atlantic
51600,Mid-Atlantic
51610,Mid-Atlantic
51620,Mid-Atlantic
51630,Mid-Atlantic
51640,Mid-Atlantic
51650,Mid-Atlantic
51660,Mid-Atlantic
51670,Mid-Atlantic
51678,Mid-Atlantic
51680,Mid-Atlantic
51683,Mid-Atlantic
51685,Mid-Atlantic
51690,Mid-Atlantic
51700,Mid-Atlantic
51710,Mid-Atlantic
51720,Midwest
51730,Mid-Atlantic
51735,Mid-Atlantic
51740,Mid-Atlantic
51750,Mid-Atlantic
51760,Mid-Atlantic
51770,Mid-Atlantic
51775,Mid-Atlantic
51790,Mid-Atlantic
51800,Mid-Atlantic
51810,Mid-Atlantic
51820,Mid-Atlantic
51830,Mid-Atlantic
51840,Mid-Atlantic
53001,Northwest
53003,Northwest
53005,Northwest
53007,Northwest
53009,Northwest
53011,Northwest
53013,Northwest
53015,Northwest
53017,Northwest
53019,Northwest
53021,Northwest
53023,Northwest
53025,Northwest
53027,Northwest
53029,Northwest
53031,Northwest
53033,Northwest
53035,Northwest
53037,Northwest
53039,Northwest
53041,Northwest
53043,Northwest
53045,Northwest
53047,Northwest
53049,Northwest
53051,Northwest
53053,Northwest
53055,Northwest
53057,Northwest
53059,Northwest
53061,Northwest
53063,Northwest
53065,Northwest
53067,Northwest
53069,Northwest
53071,Northwest
53073,Northwest
53075,Northwest
53077,Northwest
54001,Mid-Atlantic
54003,Mid-Atlantic
54005,Mid-Atlantic
54007,Mid-Atlantic
54009,Mid-Atlantic
54011,Mid-Atlantic
54013,Mid-Atlantic
54015,Mid-Atlantic
54017,Mid-Atlantic
54019,Mid-Atlantic
54021,Mid-Atlantic
54023,Mid-Atlantic
54025,Mid-Atlantic
54027,Mid-Atlantic
54029,Mid-Atlantic
54031,Mid-Atlantic
54033,Mid-Atlantic
54035,Mid-Atlantic
54037,Mid-Atlantic
54039,Mid-Atlantic
54041,Mid-Atlantic
54043,Mid-Atlantic
54045,Mid-Atlantic
54047,Mid-Atlantic
54049,Mid-Atlantic
54051,Mid-Atlantic
54053,Mid-Atlantic
54055,Mid-Atlantic
54057,Mid-Atlantic
54059,Mid-Atlantic
54061,Mid-Atlantic
54063,Mid-Atlantic
54065,Mid-Atlantic
54067,Mid-Atlantic
54069,Mid-Atlantic
54071,Mid-Atlantic
54073,Mid-Atlantic
54075,Mid-Atlantic
54077,Mid-Atlantic
54079,Mid-Atlantic
54081,Mid-Atlantic
54083,Mid-Atlantic
54085,Mid-Atlantic
54087,Mid-Atlantic
54089,Mid-Atlantic
54091,Mid-Atlantic
54093,Mid-Atlantic
54095,Mid-Atlantic
54097,Mid-Atlantic
54099,Mid-Atlantic
54101,Mid-Atlantic
54103,Mid-Atlantic
54105,Mid-Atlantic
54107,Mid-Atlantic
54109,Mid-Atlantic
55001,Midwest
55003,Midwest
55005,Midwest
55007,Midwest
55009,Midwest
55011,Midwest
55013,Midwest
55015,Midwest
55017,Midwest
55019,Midwest
55021,Midwest
55023,Midwest
55025,Midwest
55027,Midwest
55029,Midwest
55031,Midwest
55033,Midwest
55035,Midwest
55037,Midwest
55039,Midwest
55041,Midwest
55043,Midwest
55045,Midwest
55047,Midwest
55049,Midwest
55051,Midwest
55053,Midwest
55055,Midwest
55057,Midwest
55059,Midwest
55061,Midwest
55063,Midwest
55065,Midwest
55067,Midwest
55069,Midwest
55071,Midwest
55073,Midwest
55075,Midwest
55077,Midwest
55078,Midwest
55079,Midwest
55081,Midwest
55083,Midwest
55085,Midwest
55087,Midwest
55089,Midwest
55091,Midwest
55093,Midwest
55095,Midwest
55097,Midwest
55099,Midwest
55101,Midwest
55103,Midwest
55105,Midwest
55107,Midwest
55109,Midwest
55111,Midwest
55113,Midwest
55115,Midwest
55117,Midwest
55119,Midwest
55121,Midwest
55123,Midwest
55125,Midwest
55127,Midwest
55129,Midwest
55131,Midwest
55133,Midwest
55135,Midwest
55137,Midwest
55139,Midwest
55141,Midwest
56001,Northwest
56003,Northwest
56005,Rocky Mountains
56007,Northwest
56009,Northwest
56011,Rocky Mountains
56013,Northwest
56015,Rocky Mountains
56017,Northwest
56019,Northwest
56021,Rocky Mountains
56023,Northwest
56025,Northwest
56027,Rocky Mountains
56029,Northwest
56031,Northwest
56033,Rocky Mountains
56035,Northwest
56037,Northwest
56039,Northwest
56041,Northwest
56043,Northwest
56045,Rocky Mountains
