Region,State,Plant,ORSPL,Unit,Full Name,County,Generation
Midwest,MO,Peno Creek Energy Center,7964,CT1A,Peno Creek Energy Center CT1A,Pike County,10816.73
Midwest,MO,Peno Creek Energy Center,7964,CT1B,Peno Creek Energy Center CT1B,Pike County,10503.09
Midwest,MO,Peno Creek Energy Center,7964,CT2A,Peno Creek Energy Center CT2A,Pike County,7868.16
Midwest,MO,Peno Creek Energy Center,7964,CT2B,Peno Creek Energy Center CT2B,Pike County,4874.57
Midwest,MO,Peno Creek Energy Center,7964,CT3A,Peno Creek Energy Center CT3A,Pike County,711.62
Midwest,MO,Peno Creek Energy Center,7964,CT3B,Peno Creek Energy Center CT3B,Pike County,3784.93
Midwest,MO,Peno Creek Energy Center,7964,CT4A,Peno Creek Energy Center CT4A,Pike County,7793.61
Midwest,MO,Peno Creek Energy Center,7964,CT4B,Peno Creek Energy Center CT4B,Pike County,8551.53
Southwest,NM,Lordsburg Generating Station,7967,1,Lordsburg Generating Station 1,Hidalgo County,4146.88
Southwest,NM,Lordsburg Generating Station,7967,2,Lordsburg Generating Station 2,Hidalgo County,5330.94
Midwest,MI,Sumpter Plant,7972,1,Sumpter Plant 1,Wayne County,46692.57
Midwest,MI,Sumpter Plant,7972,2,Sumpter Plant 2,Wayne County,44033.34
Midwest,MI,Sumpter Plant,7972,3,Sumpter Plant 3,Wayne County,42519.46
Midwest,MI,Sumpter Plant,7972,4,Sumpter Plant 4,Wayne County,44552.07
Southwest,NM,Pyramid Generating Station,7975,1,Pyramid Generating Station 1,Hidalgo County,9709.81
Southwest,NM,Pyramid Generating Station,7975,2,Pyramid Generating Station 2,Hidalgo County,7219.73
Southwest,NM,Pyramid Generating Station,7975,3,Pyramid Generating Station 3,Hidalgo County,9286.43
Southwest,NM,Pyramid Generating Station,7975,4,Pyramid Generating Station 4,Hidalgo County,8613.7
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,1,Mill Creek Combustion Turbine Station 1,Cherokee County,6094.61
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,2,Mill Creek Combustion Turbine Station 2,Cherokee County,6654.46
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,3,Mill Creek Combustion Turbine Station 3,Cherokee County,7187.52
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,4,Mill Creek Combustion Turbine Station 4,Cherokee County,6751.7
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,5,Mill Creek Combustion Turbine Station 5,Cherokee County,6106.15
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,6,Mill Creek Combustion Turbine Station 6,Cherokee County,6199.76
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,7,Mill Creek Combustion Turbine Station 7,Cherokee County,6243.4
Carolinas,SC,Mill Creek Combustion Turbine Station,7981,8,Mill Creek Combustion Turbine Station 8,Cherokee County,6453.55
Midwest,MI,Kalkaska CT Project #1,7984,1A,Kalkaska CT Project #1 1A,Kalkaska County,9379.89
Midwest,MI,Kalkaska CT Project #1,7984,1B,Kalkaska CT Project #1 1B,Kalkaska County,9309.96
Midwest,IA,Greater Des Moines Energy Center,7985,1,Greater Des Moines Energy Center 1,Polk County,109911.12
Midwest,IA,Greater Des Moines Energy Center,7985,2,Greater Des Moines Energy Center 2,Polk County,122799.52
California,CA,Lake,7987,01,Lake 01,Los Angeles County,15843.7
Midwest,MS,Silver Creek Generating Plant,7988,1,Silver Creek Generating Plant 1,Jefferson Davis County,43548.39
Midwest,MS,Silver Creek Generating Plant,7988,2,Silver Creek Generating Plant 2,Jefferson Davis County,37290.83
Midwest,MS,Silver Creek Generating Plant,7988,3,Silver Creek Generating Plant 3,Jefferson Davis County,34916.83
Midwest,MS,Sylvarena Generating Plant,7989,1,Sylvarena Generating Plant 1,Smith County,27880.01
Midwest,MS,Sylvarena Generating Plant,7989,2,Sylvarena Generating Plant 2,Smith County,63285.8
Midwest,MS,Sylvarena Generating Plant,7989,3,Sylvarena Generating Plant 3,Smith County,66801.91
Midwest,WI,West Campus Cogeneration Facility,7991,U1,West Campus Cogeneration Facility U1,Dane County,136314.4
Midwest,WI,West Campus Cogeneration Facility,7991,U2,West Campus Cogeneration Facility U2,Dane County,157534.88
Northwest,WA,Grays Harbor Energy Center,7999,1,Grays Harbor Energy Center 1,Grays Harbor County,1476121.28
Northwest,WA,Grays Harbor Energy Center,7999,2,Grays Harbor Energy Center 2,Grays Harbor County,1452128.15
Central,NE,Beatrice,8000,1,Beatrice 1,Gage County,134985.55
Central,NE,Beatrice,8000,2,Beatrice 2,Gage County,146176.54
New England,NH,Newington,8002,1,Newington 1,Rockingham County,47249.18
New York,NY,Roseton Generating LLC,8006,1,Roseton Generating LLC 1,Orange County,120477.49
New York,NY,Roseton Generating LLC,8006,2,Roseton Generating LLC 2,Orange County,215082.9
New York,NY,Holtsville Facility,8007,U00001,Holtsville Facility U00001,Suffolk County,222
New York,NY,Holtsville Facility,8007,U00002,Holtsville Facility U00002,Suffolk County,222
New York,NY,Holtsville Facility,8007,U00003,Holtsville Facility U00003,Suffolk County,170
New York,NY,Holtsville Facility,8007,U00004,Holtsville Facility U00004,Suffolk County,170
New York,NY,Holtsville Facility,8007,U00005,Holtsville Facility U00005,Suffolk County,329
New York,NY,Holtsville Facility,8007,U00006,Holtsville Facility U00006,Suffolk County,329
New York,NY,Holtsville Facility,8007,U00007,Holtsville Facility U00007,Suffolk County,627
New York,NY,Holtsville Facility,8007,U00008,Holtsville Facility U00008,Suffolk County,626
New York,NY,Holtsville Facility,8007,U00009,Holtsville Facility U00009,Suffolk County,162
New York,NY,Holtsville Facility,8007,U00010,Holtsville Facility U00010,Suffolk County,169
New York,NY,Holtsville Facility,8007,U00011,Holtsville Facility U00011,Suffolk County,1639
New York,NY,Holtsville Facility,8007,U00012,Holtsville Facility U00012,Suffolk County,1639
New York,NY,Holtsville Facility,8007,U00013,Holtsville Facility U00013,Suffolk County,517
New York,NY,Holtsville Facility,8007,U00014,Holtsville Facility U00014,Suffolk County,517
New York,NY,Holtsville Facility,8007,U00015,Holtsville Facility U00015,Suffolk County,727
New York,NY,Holtsville Facility,8007,U00016,Holtsville Facility U00016,Suffolk County,727
New York,NY,Holtsville Facility,8007,U00017,Holtsville Facility U00017,Suffolk County,603
New York,NY,Holtsville Facility,8007,U00018,Holtsville Facility U00018,Suffolk County,603
New York,NY,Holtsville Facility,8007,U00019,Holtsville Facility U00019,Suffolk County,1450
New York,NY,Holtsville Facility,8007,U00020,Holtsville Facility U00020,Suffolk County,1450
Mid-Atlantic,NJ,Mickleton Energy Center,8008,001001,Mickleton Energy Center 001001,Gloucester County,7371
Mid-Atlantic,PA,Croydon Generating Station,8012,11,Croydon Generating Station 11,Bucks County,719.61
Mid-Atlantic,PA,Croydon Generating Station,8012,12,Croydon Generating Station 12,Bucks County,1298.76
Mid-Atlantic,PA,Croydon Generating Station,8012,21,Croydon Generating Station 21,Bucks County,1852.56
Mid-Atlantic,PA,Croydon Generating Station,8012,22,Croydon Generating Station 22,Bucks County,689.02
Mid-Atlantic,PA,Croydon Generating Station,8012,31,Croydon Generating Station 31,Bucks County,1348.8
Mid-Atlantic,PA,Croydon Generating Station,8012,32,Croydon Generating Station 32,Bucks County,1218.12
Mid-Atlantic,PA,Croydon Generating Station,8012,41,Croydon Generating Station 41,Bucks County,1030.29
Mid-Atlantic,PA,Croydon Generating Station,8012,42,Croydon Generating Station 42,Bucks County,1152.99
Midwest,IL,Factory Gas Turbine,8016,2,Factory Gas Turbine 2,Sangamon County,207.83
Midwest,WI,Columbia,8023,1,Columbia 1,Columbia County,2929670.38
Midwest,WI,Columbia,8023,2,Columbia 2,Columbia County,4082150.75
Midwest,MN,Blue Lake Generating Plant,8027,1,Blue Lake Generating Plant 1,Scott County,235.8
Midwest,MN,Blue Lake Generating Plant,8027,2,Blue Lake Generating Plant 2,Scott County,347.48
Midwest,MN,Blue Lake Generating Plant,8027,3,Blue Lake Generating Plant 3,Scott County,310.28
Midwest,MN,Blue Lake Generating Plant,8027,4,Blue Lake Generating Plant 4,Scott County,378.08
Midwest,MN,Blue Lake Generating Plant,8027,7,Blue Lake Generating Plant 7,Scott County,35872.67
Midwest,MN,Blue Lake Generating Plant,8027,8,Blue Lake Generating Plant 8,Scott County,48362.85
Midwest,IA,Sycamore Combustion Turbine,8029,1,Sycamore Combustion Turbine 1,Polk County,1188.76
Midwest,IA,Sycamore Combustion Turbine,8029,2,Sycamore Combustion Turbine 2,Polk County,848.61
Midwest,IA,Emery Station,8031,11,Emery Station 11,Cerro Gordo County,1023551.22
Midwest,IA,Emery Station,8031,12,Emery Station 12,Cerro Gordo County,1009680.74
Central,KS,Clifton Station,8037,CL1,Clifton Station CL1,Washington County,3300.04
Carolinas,NC,Belews Creek,8042,1,Belews Creek 1,Stokes County,4183706.53
Carolinas,NC,Belews Creek,8042,2,Belews Creek 2,Stokes County,6059051.96
Florida,FL,Anclote,8048,1,Anclote 1,Pasco County,1404878.87
Florida,FL,Anclote,8048,2,Anclote 2,Pasco County,1600828.47
Florida,FL,Intercession City,8049,**10,Intercession City **10,Osceola County,35093.73
Florida,FL,Intercession City,8049,**11,Intercession City **11,Osceola County,8210.2
Florida,FL,Intercession City,8049,**12,Intercession City **12,Osceola County,56531.26
Florida,FL,Intercession City,8049,**13,Intercession City **13,Osceola County,61783.27
Florida,FL,Intercession City,8049,**14,Intercession City **14,Osceola County,62440.97
Florida,FL,Intercession City,8049,**7,Intercession City **7,Osceola County,27545.77
Florida,FL,Intercession City,8049,**8,Intercession City **8,Osceola County,24588.36
Florida,FL,Intercession City,8049,**9,Intercession City **9,Osceola County,20847.65
New York,NY,Pouch Terminal,8053,PT01,Pouch Terminal PT01,Richmond County,48237.53
Midwest,MS,Gerald Andrus,8054,1,Gerald Andrus 1,Washington County,428165.63
Midwest,LA,Waterford 1 & 2,8056,1,Waterford 1 & 2 1,St. Charles Parish,446306.82
Midwest,LA,Waterford 1 & 2,8056,2,Waterford 1 & 2 2,St. Charles Parish,399142.68
Midwest,LA,Waterford 1 & 2,8056,4,Waterford 1 & 2 4,St. Charles Parish,12547.65
Central,OK,Comanche (8059),8059,7251,Comanche (8059) 7251,Comanche County,36634.95
Central,OK,Comanche (8059),8059,7252,Comanche (8059) 7252,Comanche County,39006.13
Texas,TX,Decordova,8063,CT1,Decordova CT1,Hood County,3627.22
Texas,TX,Decordova,8063,CT2,Decordova CT2,Hood County,5044.42
Texas,TX,Decordova,8063,CT3,Decordova CT3,Hood County,793.13
Texas,TX,Decordova,8063,CT4,Decordova CT4,Hood County,2061.19
Northwest,WY,Jim Bridger,8066,BW71,Jim Bridger BW71,Sweetwater County,3170347.62
Northwest,WY,Jim Bridger,8066,BW72,Jim Bridger BW72,Sweetwater County,2713612.13
Northwest,WY,Jim Bridger,8066,BW73,Jim Bridger BW73,Sweetwater County,3314263.28
Northwest,WY,Jim Bridger,8066,BW74,Jim Bridger BW74,Sweetwater County,3364726.69
Southwest,AZ,Santan,8068,5A,Santan 5A,Maricopa County,1116990.65
Southwest,AZ,Santan,8068,5B,Santan 5B,Maricopa County,1253891.78
Southwest,AZ,Santan,8068,6A,Santan 6A,Maricopa County,1078621.28
Northwest,UT,Huntington,8069,1,Huntington 1,Emery County,3056748.86
Northwest,UT,Huntington,8069,2,Huntington 2,Emery County,2831504.87
Mid-Atlantic,OH,Gen J M Gavin,8102,1,Gen J M Gavin 1,Gallia County,9055133.48
Mid-Atlantic,OH,Gen J M Gavin,8102,2,Gen J M Gavin 2,Gallia County,7946545.86
Mid-Atlantic,OH,Gen J M Gavin,8102,B001,Gen J M Gavin B001,Gallia County,0
Mid-Atlantic,OH,Gen J M Gavin,8102,B002,Gen J M Gavin B002,Gallia County,0
Rocky Mountains,CO,Ray D Nixon,8219,1,Ray D Nixon 1,El Paso County,1459312.37
Rocky Mountains,CO,Ray D Nixon,8219,2,Ray D Nixon 2,El Paso County,1001.03
Rocky Mountains,CO,Ray D Nixon,8219,3,Ray D Nixon 3,El Paso County,982.24
Midwest,ND,Coyote,8222,B1,Coyote B1,Mercer County,2778245.21
Southwest,AZ,Springerville Generating Station,8223,1,Springerville Generating Station 1,Apache County,1763853.31
Southwest,AZ,Springerville Generating Station,8223,2,Springerville Generating Station 2,Apache County,2766864.77
Southwest,AZ,Springerville Generating Station,8223,4,Springerville Generating Station 4,Apache County,2288846.64
Southwest,AZ,Springerville Generating Station,8223,TS3,Springerville Generating Station TS3,Apache County,2736665.86
Northwest,NV,North Valmy,8224,1,North Valmy 1,Humboldt County,353877.45
Northwest,NV,North Valmy,8224,2,North Valmy 2,Humboldt County,403651.71
Mid-Atlantic,PA,Cheswick,8226,1,Cheswick 1,Allegheny County,1440162.4
New York,NY,Astoria Generating Station,8906,20,Astoria Generating Station 20,Queens County,6687.8
New York,NY,Astoria Generating Station,8906,31RH,Astoria Generating Station 31RH,Queens County,307068.26
New York,NY,Astoria Generating Station,8906,32SH,Astoria Generating Station 32SH,Queens County,307068.26
New York,NY,Astoria Generating Station,8906,41SH,Astoria Generating Station 41SH,Queens County,0
New York,NY,Astoria Generating Station,8906,42RH,Astoria Generating Station 42RH,Queens County,0
New York,NY,Astoria Generating Station,8906,51RH,Astoria Generating Station 51RH,Queens County,538166.78
New York,NY,Astoria Generating Station,8906,52SH,Astoria Generating Station 52SH,Queens County,538161.18
New York,NY,Astoria Generating Station,8906,CT0001,Astoria Generating Station CT0001,Queens County,662
Mid-Atlantic,VA,RockTenn West Point Mill,10017,002,RockTenn West Point Mill 002,King William County,0
New York,NY,"RED-Rochester, LLC-Eastman Business Park",10025,3B,"RED-Rochester, LLC-Eastman Business Park 3B",Monroe County,0
New York,NY,"RED-Rochester, LLC-Eastman Business Park",10025,4A,"RED-Rochester, LLC-Eastman Business Park 4A",Monroe County,0
New York,NY,"RED-Rochester, LLC-Eastman Business Park",10025,4B,"RED-Rochester, LLC-Eastman Business Park 4B",Monroe County,0
New England,MA,General Electric Aircraft,10029,3,General Electric Aircraft 3,Essex County,0
Mid-Atlantic,DE,NRG Energy Center Dover,10030,2,NRG Energy Center Dover 2,Kent County,62208.67
Mid-Atlantic,DE,NRG Energy Center Dover,10030,3,NRG Energy Center Dover 3,Kent County,13201.21
California,CA,"Calpine Gilroy Cogen, LP",10034,S-100,"Calpine Gilroy Cogen, LP S-100",Santa Clara County,122535.43
Mid-Atlantic,NJ,Logan Generating Plant,10043,1001,Logan Generating Plant 1001,Gloucester County,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01A,Virginia Renewable Power-Portsmouth LLC BLR01A,Portsmouth city,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01B,Virginia Renewable Power-Portsmouth LLC BLR01B,Portsmouth city,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR01C,Virginia Renewable Power-Portsmouth LLC BLR01C,Portsmouth city,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02A,Virginia Renewable Power-Portsmouth LLC BLR02A,Portsmouth city,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02B,Virginia Renewable Power-Portsmouth LLC BLR02B,Portsmouth city,0
Mid-Atlantic,VA,Virginia Renewable Power-Portsmouth LLC,10071,BLR02C,Virginia Renewable Power-Portsmouth LLC BLR02C,Portsmouth city,0
Midwest,MN,Taconite Harbor Energy Center,10075,1,Taconite Harbor Energy Center 1,Cook County,0
Midwest,MN,Taconite Harbor Energy Center,10075,2,Taconite Harbor Energy Center 2,Cook County,0
Mid-Atlantic,NJ,Pedricktown Cogeneration Plant,10099,001001,Pedricktown Cogeneration Plant 001001,Salem County,50738.99
Midwest,MI,DTE Pontiac North LLC,10111,EUBHB9,DTE Pontiac North LLC EUBHB9,Oakland County,0
Mid-Atlantic,PA,Gilberton Power Company,10113,031,Gilberton Power Company 031,Schuylkill County,0
Mid-Atlantic,PA,Gilberton Power Company,10113,032,Gilberton Power Company 032,Schuylkill County,0
Mid-Atlantic,PA,Colver Power Project,10143,AAB01,Colver Power Project AAB01,Cambria County,931666.18
Mid-Atlantic,WV,Grant Town Power Plant,10151,1A,Grant Town Power Plant 1A,Marion County,0
Mid-Atlantic,WV,Grant Town Power Plant,10151,1B,Grant Town Power Plant 1B,Marion County,0
California,CA,"Fresno Cogeneration Partners, LP",10156,GEN1,"Fresno Cogeneration Partners, LP GEN1",Fresno County,16436.69
California,CA,Carson Cogeneration Company,10169,D1,Carson Cogeneration Company D1,Los Angeles County,5065.73
New England,MA,MBTA South Boston Power Facility,10176,A,MBTA South Boston Power Facility A,Suffolk County,1873.88
New England,MA,MBTA South Boston Power Facility,10176,B,MBTA South Boston Power Facility B,Suffolk County,515.59
New York,NY,"Castleton Power, LLC",10190,1,"Castleton Power, LLC 1",Rensselaer County,163941.12
Mid-Atlantic,OH,Pixelle Specialty Solutions LLC,10244,B002,Pixelle Specialty Solutions LLC B002,Ross County,0
Mid-Atlantic,OH,Pixelle Specialty Solutions LLC,10244,B003,Pixelle Specialty Solutions LLC B003,Ross County,0
California,CA,King City Power Plant,10294,2,King City Power Plant 2,Monterey County,8423.47
California,CA,King City Power Plant,10294,GTG,King City Power Plant GTG,Monterey County,0
Texas,TX,Air Liquide Bayport Complex,10298,CG801,Air Liquide Bayport Complex CG801,Harris County,580053.9
Texas,TX,Air Liquide Bayport Complex,10298,CG802,Air Liquide Bayport Complex CG802,Harris County,593607.16
Texas,TX,Air Liquide Bayport Complex,10298,CG803,Air Liquide Bayport Complex CG803,Harris County,585939
Texas,TX,Air Liquide Bayport Complex,10298,CG804,Air Liquide Bayport Complex CG804,Harris County,580217.78
New England,MA,Bellingham,10307,1,Bellingham 1,Norfolk County,286760.06
New England,MA,Bellingham,10307,2,Bellingham 2,Norfolk County,284905.59
Mid-Atlantic,NJ,North Jersey Energy Associates,10308,1001,North Jersey Energy Associates 1001,Middlesex County,445229.26
Mid-Atlantic,NJ,North Jersey Energy Associates,10308,1002,North Jersey Energy Associates 1002,Middlesex County,433322.66
Midwest,MI,T B Simon Power Plant,10328,UNIT1,T B Simon Power Plant UNIT1,Ingham County,0
Midwest,MI,T B Simon Power Plant,10328,UNIT2,T B Simon Power Plant UNIT2,Ingham County,0
Midwest,MI,T B Simon Power Plant,10328,UNIT3,T B Simon Power Plant UNIT3,Ingham County,0
Midwest,MI,T B Simon Power Plant,10328,UNIT4,T B Simon Power Plant UNIT4,Ingham County,0
Mid-Atlantic,PA,Mt. Carmel Cogeneration,10343,SG-101,Mt. Carmel Cogeneration SG-101,Northumberland County,316990.84
California,CA,Yuba City Energy Center,10349,2,Yuba City Energy Center 2,Sutter County,39121.13
California,CA,Greenleaf One,10350,1,Greenleaf One 1,Sutter County,28774.99
California,CA,Greenleaf One,10350,CTGA,Greenleaf One CTGA,Sutter County,0
California,CA,Greenleaf One,10350,CTGB,Greenleaf One CTGB,Sutter County,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR01A,City Point Energy Center BLR01A,Hopewell city,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR01B,City Point Energy Center BLR01B,Hopewell city,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR01C,City Point Energy Center BLR01C,Hopewell city,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR02A,City Point Energy Center BLR02A,Hopewell city,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR02B,City Point Energy Center BLR02B,Hopewell city,0
Mid-Atlantic,VA,City Point Energy Center,10377,BLR02C,City Point Energy Center BLR02C,Hopewell city,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR01A,CPI USA North Carolina Southport BLR01A,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR01B,CPI USA North Carolina Southport BLR01B,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR01C,CPI USA North Carolina Southport BLR01C,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR02A,CPI USA North Carolina Southport BLR02A,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR02B,CPI USA North Carolina Southport BLR02B,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Southport,10378,BLR02C,CPI USA North Carolina Southport BLR02C,Brunswick County,0
Carolinas,NC,CPI USA North Carolina Roxboro,10379,BLR01A,CPI USA North Carolina Roxboro BLR01A,Person County,0
Carolinas,NC,CPI USA North Carolina Roxboro,10379,BLR01B,CPI USA North Carolina Roxboro BLR01B,Person County,0
Carolinas,NC,CPI USA North Carolina Roxboro,10379,BLR01C,CPI USA North Carolina Roxboro BLR01C,Person County,0
Carolinas,NC,NC Renewable Power - Elizabethtown,10380,UNIT1,NC Renewable Power - Elizabethtown UNIT1,Bladen County,0
Carolinas,NC,NC Renewable Power - Elizabethtown,10380,UNIT2,NC Renewable Power - Elizabethtown UNIT2,Bladen County,0
Carolinas,NC,NC Renewable Power - Lumberton LLC,10382,UNIT1,NC Renewable Power - Lumberton LLC UNIT1,Robeson County,0
Carolinas,NC,NC Renewable Power - Lumberton LLC,10382,UNIT2,NC Renewable Power - Lumberton LLC UNIT2,Robeson County,0
Mid-Atlantic,NC,"Edgecombe Genco, LLC",10384,BLR01A,"Edgecombe Genco, LLC BLR01A",Edgecombe County,0
Mid-Atlantic,NC,"Edgecombe Genco, LLC",10384,BLR01B,"Edgecombe Genco, LLC BLR01B",Edgecombe County,0
Mid-Atlantic,NC,"Edgecombe Genco, LLC",10384,BLR02A,"Edgecombe Genco, LLC BLR02A",Edgecombe County,0
Mid-Atlantic,NC,"Edgecombe Genco, LLC",10384,BLR02B,"Edgecombe Genco, LLC BLR02B",Edgecombe County,0
Mid-Atlantic,OH,ArcelorMittal Cleveland LLC,10398,B001,ArcelorMittal Cleveland LLC B001,Cuyahoga County,0
Mid-Atlantic,OH,ArcelorMittal Cleveland LLC,10398,B002,ArcelorMittal Cleveland LLC B002,Cuyahoga County,0
Mid-Atlantic,OH,ArcelorMittal Cleveland LLC,10398,B003,ArcelorMittal Cleveland LLC B003,Cuyahoga County,0
Mid-Atlantic,OH,ArcelorMittal Cleveland LLC,10398,B004,ArcelorMittal Cleveland LLC B004,Cuyahoga County,0
Mid-Atlantic,OH,ArcelorMittal Cleveland LLC,10398,B007,ArcelorMittal Cleveland LLC B007,Cuyahoga County,0
California,CA,Kingsburg Cogen Facility,10405,1,Kingsburg Cogen Facility 1,Fresno County,11071.06
New York,NY,"Black River Generation, LLC",10464,E0001,"Black River Generation, LLC E0001",Jefferson County,0
New York,NY,"Black River Generation, LLC",10464,E0002,"Black River Generation, LLC E0002",Jefferson County,0
New York,NY,"Black River Generation, LLC",10464,E0003,"Black River Generation, LLC E0003",Jefferson County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,211,ArcelorMittal USA - Indiana Harbor East 211,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,212,ArcelorMittal USA - Indiana Harbor East 212,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,213,ArcelorMittal USA - Indiana Harbor East 213,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,501,ArcelorMittal USA - Indiana Harbor East 501,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,502,ArcelorMittal USA - Indiana Harbor East 502,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,503,ArcelorMittal USA - Indiana Harbor East 503,Lake County,0
Midwest,IN,ArcelorMittal USA - Indiana Harbor East,10474,504,ArcelorMittal USA - Indiana Harbor East 504,Lake County,0
Carolinas,NC,Craven County Wood Energy,10525,ES5A,Craven County Wood Energy ES5A,Craven County,409134.14
Mid-Atlantic,NJ,Carneys Point,10566,1001,Carneys Point 1001,Salem County,0
Mid-Atlantic,NJ,Carneys Point,10566,1002,Carneys Point 1002,Salem County,0
New England,CT,"Algonquin Power Windsor Locks, LLC",10567,GT1,"Algonquin Power Windsor Locks, LLC GT1",Hartford County,7525.58
Mid-Atlantic,PA,Ebensburg Power Company,10603,031,Ebensburg Power Company 031,Cambria County,291431.98
New York,NY,"Beaver Falls, LLC",10617,1,"Beaver Falls, LLC 1",Lewis County,6488.74
New York,NY,Allegany Station No. 133,10619,00001,Allegany Station No. 133 00001,Allegany County,35916.91
New York,NY,Carthage Energy,10620,1,Carthage Energy 1,Jefferson County,5006.22
New York,NY,"Syracuse, LLC",10621,1,"Syracuse, LLC 1",Onondaga County,22188.57
Mid-Atlantic,VA,Hopewell Cogeneration Facility,10633,1,Hopewell Cogeneration Facility 1,Hopewell city,241148.13
Mid-Atlantic,VA,Hopewell Cogeneration Facility,10633,2,Hopewell Cogeneration Facility 2,Hopewell city,306390.15
Mid-Atlantic,VA,Hopewell Cogeneration Facility,10633,3,Hopewell Cogeneration Facility 3,Hopewell city,300280.09
Mid-Atlantic,PA,Cambria Cogen,10641,1,Cambria Cogen 1,Cambria County,0
Mid-Atlantic,PA,Cambria Cogen,10641,2,Cambria Cogen 2,Cambria County,0
California,CA,Bear Mountain Limited,10649,GT1,Bear Mountain Limited GT1,Kern County,34302.25
California,CA,Badger Creek Limited,10650,GT1,Badger Creek Limited GT1,Kern County,16412.25
Central,OK,River Valley,10671,1A,River Valley 1A,Le Flore County,0
Central,OK,River Valley,10671,1B,River Valley 1B,Le Flore County,0
Central,OK,River Valley,10671,2A,River Valley 2A,Le Flore County,0
Central,OK,River Valley,10671,2B,River Valley 2B,Le Flore County,0
Mid-Atlantic,MD,AES Warrior Run,10678,001,AES Warrior Run 001,Allegany County,1108373.26
Rocky Mountains,CO,Brush Power Projects,10682,GT2,Brush Power Projects GT2,Morgan County,2944.82
Rocky Mountains,CO,Brush Power Projects,10682,GT4,Brush Power Projects GT4,Morgan County,8885.15
Rocky Mountains,CO,Brush Power Projects,10682,GT5,Brush Power Projects GT5,Morgan County,9085.19
Midwest,MI,"Graphic Packaging International, Inc.",10698,BLR08,"Graphic Packaging International, Inc. BLR08",Kalamazoo County,0
New York,NY,Selkirk Cogen Partners,10725,CTG101,Selkirk Cogen Partners CTG101,Albany County,41226.85
New York,NY,Selkirk Cogen Partners,10725,CTG201,Selkirk Cogen Partners CTG201,Albany County,110940.93
New York,NY,Selkirk Cogen Partners,10725,CTG301,Selkirk Cogen Partners CTG301,Albany County,94375.31
New England,MA,MASSPOWER,10726,1,MASSPOWER 1,Hampden County,232224.75
New England,MA,MASSPOWER,10726,2,MASSPOWER 2,Hampden County,211894.25
Texas,TX,Clear Lake Cogeneration,10741,G102,Clear Lake Cogeneration G102,Harris County,5695.67
Texas,TX,Clear Lake Cogeneration,10741,G103,Clear Lake Cogeneration G103,Harris County,0
Texas,TX,Clear Lake Cogeneration,10741,G104,Clear Lake Cogeneration G104,Harris County,5888.45
Mid-Atlantic,WV,Morgantown Energy Facility,10743,CFB1,Morgantown Energy Facility CFB1,Monongalia County,0
Mid-Atlantic,WV,Morgantown Energy Facility,10743,CFB2,Morgantown Energy Facility CFB2,Monongalia County,0
Midwest,MI,Midland Cogeneration Venture,10745,003,Midland Cogeneration Venture 003,Midland County,526869.25
Midwest,MI,Midland Cogeneration Venture,10745,004,Midland Cogeneration Venture 004,Midland County,464718.75
Midwest,MI,Midland Cogeneration Venture,10745,005,Midland Cogeneration Venture 005,Midland County,387536.5
Midwest,MI,Midland Cogeneration Venture,10745,006,Midland Cogeneration Venture 006,Midland County,419464
Midwest,MI,Midland Cogeneration Venture,10745,007,Midland Cogeneration Venture 007,Midland County,498954.25
Midwest,MI,Midland Cogeneration Venture,10745,008,Midland Cogeneration Venture 008,Midland County,401769.75
