Unit,Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,North Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Micronesia (Federated States of),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Iran,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Bolivia,Poland,Portugal,Qatar,Cameroon,South Korea,Moldova,South Sudan,Sudan,Romania,Russian Federation,Rwanda,Saint Helena,Saint Lucia,Sint Maarten (Dutch part),Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Saint Kitts and Nevis,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Yemen,Zambia,Zimbabwe,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU28,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
MtC/yr,1979,0.609962864,2.069,12.43055446,NaN,1.498141652,NaN,0.111,30.16127537,1.589816969,0.155259681,55.91418532,16.73635634,15.23007899,1.887459746,2.218,1.810598212,0.164,23.62389291,38.15155769,0.057,0.1,0.126,0.006,0.11683565,4.480295526,0.257,51.0794374,0.008,2.029,21.53504543,0.111,0.03,0.008,120.5368204,0.068,0.028,0.055,6.752440808,405.871475,12.08316234,0.006,0.095,0.007,0.759001668,1.479,4.853468601,8.633216557,2.248742628,0.831013281,49.80831787,30.09361034,1.020771126,17.18822268,0.099,0.009,1.851961136,3.313445458,11.70565117,0.64866852,0.017,NaN,6.478251098,0.503311879,0.131,NaN,0.228290381,14.80273335,144.7549367,0.077,1.841364812,0.04,4.15104356,305.0988447,0.723041502,13.86963069,0.156,0.013,1.276751807,0.258,0.03,0.415,0.204667408,0.525709051,4.322502022,23.49394458,0.541002529,80.59470796,25.96785756,14.4167818,7.478720586,44.67064975,5.694406926,105.1462592,2.327942669,260.1181556,1.030809011,70.88468606,1.367859845,0.007,4.811047888,3.037056404,0.061,3.84064564,1.578936704,NaN,0.529994285,7.07597442,NaN,6.074060025,3.321453588,0.113,3.209627936,0.308470676,0.173258947,7.422187487,0.008,0.116788271,0.247,NaN,0.165,0.18,65.69719111,1.713244482,0.570864407,0.007,4.348011877,0.719041502,1.388106938,NaN,0.031,0.139836242,51.03907055,0.447563311,4.501758661,0.466500278,0.130735338,19.15545503,0.001,9.338323994,NaN,2.106,7.678617472,NaN,0.868126598,0.49,0.362358085,6.064035028,10.37964525,1.290960708,120.4444854,6.783774347,3.914422216,0.495453531,36.3588592,5.794860186,0.081166667,0.891510024,53.40513649,562.5026076,0.081,NaN,0.041,0.261162041,0.026,0.009,37.66493219,0.788247517,12.90583022,0.033,0.185,9.840956161,15.96608795,3.686659409,0.03,0.133,59.64741303,55.33467416,1.039578527,NaN,0.01,0.008,0.625755461,0.122,23.16295472,10.88003933,6.136624255,20.60567972,1.98119199,9.985392403,NaN,0.377,0.011,4.559792338,2.388172003,20.47979896,8.940154851,NaN,NaN,0.183629473,170.3239481,9.974470104,175.9042882,0.56298857,1335.710392,1.709157232,30.14588879,0.017,20.86446304,4.434595978,NaN,0.878408331,0.981570826,2.574141652,3818.726813,1373.726058,3131.174598,2061.278273,1289.437593,136.2007201,1059.050487,27.62579778,2095.808886,155.5752881,1522.110403,61.32579767,134.7214909,125.132,30.185,5347.769871
MtC/yr,1980,0.479536565,1.41,18.12676513,NaN,1.455883449,NaN,0.039,29.61790376,1.653065976,0.159780182,60.18859172,14.19914135,15.82921125,2.175798284,2.151,2.079954568,0.184,24.54810681,36.80039755,0.052,0.138498622,0.119,0.006,0.120237407,4.405193045,0.269,50.69823433,0.008,1.877,21.07660496,0.118,0.04,0.078,120.8562421,0.033,0.029,0.057,6.854413392,398.1677778,12.05809192,0.013,0.110679311,0.008,0.668247989,1.52,4.767314286,8.543739676,2.314216443,0.889712944,50.38488219,31.13596891,0.951151726,16.47050525,0.095,0.01,1.754096299,3.659161661,12.32970191,0.578448096,0.016,NaN,6.733832679,0.496037932,0.115,NaN,0.216271745,15.86777131,138.1545155,0.08,1.808037932,0.043,4.313390221,300.2345753,0.695434484,13.88871588,0.154,0.013,1.226147935,0.263,0.04,0.488,0.203349115,0.557948364,4.530626581,23.66513203,0.507907019,85.28518104,25.89671786,12.37941573,7.169991755,32.90515015,5.727215627,105.4676415,2.304976925,257.8794552,1.281609025,73.66418639,1.678904143,0.008,6.718390375,3.155198034,0.051,3.992436332,1.607470435,NaN,0.556102069,7.309100014,NaN,6.318315505,3.02460962,0.144,3.156105419,0.440486897,0.193230345,7.613880591,0.012,0.106807586,0.279,NaN,0.172,0.161,73.22210956,1.870949075,0.561344893,0.004,4.343636387,0.872947587,1.503491133,NaN,0.034,0.14773518,48.20740104,0.54547036,4.770438516,0.551949437,0.155615173,18.56855449,0.001,10.37763154,NaN,1.649,8.71494291,NaN,0.848147935,0.499,0.406131639,6.567326402,10.06237994,1.271552732,126.4544331,7.307216276,3.57033107,1.060574485,36.81458351,6.022022145,0.085166667,0.935229886,53.54777459,584.6317399,0.135,NaN,0.031,0.268765968,0.027,0.011,46.1898992,0.910600691,12.6865062,0.026,0.166,8.554389458,16.1561161,3.620706461,0.028,0.222,62.24337731,58.38198315,0.924836007,NaN,0.01,0.01,0.646674365,0.127,19.57266391,11.0507664,5.656847143,22.68541596,2.058721145,10.90508544,NaN,0.216511326,0.011,4.61774933,2.58333126,20.52740535,9.289735967,NaN,NaN,0.170935862,177.0195308,10.05005251,158.0338359,0.511370346,1287.313416,1.588020014,31.31663985,0.017,24.73815627,4.581240161,NaN,0.904344349,0.961588966,2.623895174,3774.094232,1397.892239,3065.886243,2106.100228,1260.667227,146.1961572,1063.781297,27.37759938,2097.159081,151.318131,1481.555767,65.96177234,138.5936665,122.01,-2.486,5291.510471
MtC/yr,1981,0.54022176,2.002,12.64792214,NaN,1.437438323,NaN,0.029,27.78921643,1.623741651,0.152190205,62.80912751,15.2384501,15.52952115,0.763766359,2.325,2.159342272,0.187,24.07593417,33.72665539,0.05,0.113986263,0.106,0.007,0.114525815,4.794028384,0.275,46.52508469,0.012,0.401,21.84986276,0.152,0.043,0.082,117.2484311,0.009,0.037,0.057,6.650141222,393.7724613,12.08180647,0.013,0.128472596,0.018,0.610320162,1.055,5.185978513,8.904832261,2.204285099,0.844697555,49.82860953,31.22132748,1.02495199,14.13007243,0.082,0.01,1.674465093,4.544978275,13.89265396,0.496378572,0.019,NaN,6.608261447,0.507643818,0.12,NaN,0.293988288,14.02934877,124.3483136,0.09,1.791493131,0.043,4.230961458,286.1672063,0.826931455,13.68038445,0.144,0.016,1.077911291,0.27,0.039,0.491,0.207130876,0.494546774,5.080968255,23.59760794,0.476811508,92.00468961,27.37816081,8.70673352,7.112637755,30.71194497,5.736212739,102.4292052,2.021989922,252.9577968,1.589842639,72.25813621,1.766664212,0.008,6.861250358,3.095231365,0.041,3.918571054,1.595051605,NaN,0.528095879,7.824225607,NaN,6.211077608,2.591729422,0.146,3.434810194,0.279623283,0.164171222,8.376037758,0.013,0.10777397,0.312,NaN,0.173,0.148,77.61116161,1.805309998,0.610915323,0.005,4.319527862,0.67658901,1.534653568,NaN,0.034,0.123688704,44.78982541,0.379455232,4.51991718,0.582656567,0.186623283,17.96138323,0.001,10.99878167,NaN,1.641,9.343021885,NaN,0.906852881,0.527,0.378122284,6.555487485,9.423642245,1.304868405,111.6257987,7.369176338,3.504553377,1.45172596,38.14888291,5.913753233,0.08275,0.908743131,53.96567173,573.477428,0.164,0.002,0.026,0.255998881,0.028,0.012,47.84481975,0.895157485,13.80505377,0.027,0.189,7.298185854,15.98329096,3.938367098,0.037,0.075,70.11584622,56.24886013,1.093229312,0.015,0.011,0.01,0.55358204,0.119,18.93806792,10.59271762,7.241980392,20.35124319,2.019698038,10.32117173,NaN,0.19249348,0.013,4.705890207,2.674715963,21.61194712,9.112160467,NaN,NaN,0.143924657,173.6199257,10.03464258,152.9899035,0.575006798,1236.454652,1.461778606,30.70424013,0.014,25.05228927,4.828241024,NaN,1.153231061,0.916493131,2.566972525,3639.658523,1398.561275,2951.188353,2087.031444,1197.659632,149.7110006,1057.552967,25.64174096,2021.581791,150.5582101,1431.469244,68.27348821,133.3883552,112.687,-23.417,5127.489797
MtC/yr,1982,0.571926684,1.993,10.69132894,NaN,1.265057335,NaN,0.08,28.16773114,1.655223649,0.170160592,63.83423757,14.61956942,15.8231138,0.616398859,2.683,2.341064509,0.176,24.52870169,31.9603677,0.047,0.130278394,0.108,0.009,0.128048849,4.403733148,0.3,46.61281259,0.01,0.571,24.51191924,0.157,0.043,0.092,113.1076466,0.01,0.039,0.056,5.591661864,428.6212676,12.46955044,0.013,0.366567255,0.014,0.56512598,1.516,4.757027327,9.394278817,2.464563721,0.861473603,49.33803842,31.90286494,0.831595377,14.65170708,0.095,0.011,1.720383645,5.249759382,15.40151951,0.478192773,0.02,NaN,6.733946051,0.402269021,0.125,NaN,0.227926684,11.72946289,119.5444035,0.092,1.785922825,0.044,4.310464206,277.2180374,0.826538041,14.05792449,0.141,0.017,0.984391252,0.268,0.039,0.383,0.22306299,0.478461849,5.355558621,23.66637755,0.434715997,94.92784773,28.82194572,8.289965976,6.977497846,37.5313785,6.510575803,100.1308816,1.696006889,244.9262353,1.707338141,73.62077775,1.264680833,0.007,5.756077294,3.153690524,0.043,3.993319044,1.560982636,NaN,0.163047961,8.342003912,NaN,6.333232772,2.438648568,0.132,3.155566963,0.276567255,0.161394157,8.298986739,0.013,0.099653804,0.358,NaN,0.241,0.137,83.1543686,1.831955637,0.561249123,0.005,4.647307413,0.68884565,1.522796181,NaN,0.034,0.120731671,36.43210511,0.344373899,4.986422746,0.576064892,0.203567255,17.84759101,0.001,11.19600801,NaN,1.564,10.15001019,NaN,0.894793914,0.531,0.372288846,6.438311585,9.508331823,1.183913948,114.8936664,7.91487057,3.366513726,1.723768475,38.75088173,6.021235065,0.087,0.954836276,53.31037117,584.2737586,0.166,0.001,0.031,0.286226838,0.031,0.013,43.09264164,0.828759101,12.67692102,0.023,0.151,8.080174431,15.82937918,3.611920288,0.033,0.196,76.48718466,56.9318036,1.219129019,0.018,0.011,0.011,0.510525897,0.119,16.99164033,9.985000576,6.649688554,20.4295877,2.057862426,10.27172021,NaN,0.222874234,0.012,5.02326337,2.590848834,23.52900293,9.283358601,NaN,NaN,0.148826902,176.9027249,10.03077888,149.6290819,0.586326356,1174.118638,1.324733076,31.27878191,0.014,25.43696381,5.003250717,NaN,1.619433523,0.958182472,2.396249181,3551.972588,1459.042502,2855.426726,2155.588365,1169.426673,156.0265924,1095.23054,26.21442523,2005.684288,153.8913776,1370.532654,69.65096089,133.7412526,102.116,-30.141,5082.990091
MtC/yr,1983,0.687797876,2.081,14.32967101,NaN,1.392067365,NaN,0.023,28.65143621,1.680769978,0.087452164,61.34962164,14.10182914,16.04938687,0.54977447,2.244,2.241755399,0.187,24.87252018,27.62082241,0.047,0.119992066,0.123,0.008,0.065809297,4.742086524,0.281,45.14927963,0.011,0.738,24.57037202,0.162,0.056,0.1,111.4382278,0.01,0.04,0.056,5.646621158,451.9133413,13.43311933,0.013,0.311804491,0.014,0.570090808,1.233,5.123171705,8.3779974,1.266635405,0.859884254,49.39865497,34.16024675,1.091157185,13.6919585,0.095,0.011,2.146723485,5.32276626,15.55143997,0.514564571,0.017,NaN,6.832065467,0.500751647,0.133,NaN,0.193484071,11.3165079,115.7074583,0.115,1.503435928,0.044,4.371338418,276.0909462,0.993187575,14.95325625,0.099,0.017,0.862414217,0.26,0.039,0.34,0.241819874,0.541038334,5.707452571,24.28353138,0.420701634,102.8046738,28.71371036,10.49812853,7.021821539,40.72418977,6.470755213,97.81921659,1.759035462,240.4234453,1.992343279,74.66294119,1.253990717,0.006,5.879153305,3.198572516,0.049,4.052058841,1.894710007,NaN,0.192826946,8.227624696,NaN,6.43554312,2.286090431,0.186,3.39797981,0.177511228,0.156022455,10.31063381,0.014,0.113706737,0.272,NaN,0.256,0.163,75.95691958,1.902034508,0.604364671,0.006,4.848130011,0.533427994,1.570351151,NaN,0.034,0.134393628,37.48839173,0.314191505,4.912146701,0.544947525,0.262511228,16.2951003,0.001,10.22717353,NaN,2.054,10.92308638,NaN,0.949692222,0.548,0.384886484,5.562842442,9.617651468,1.167613895,114.9082229,8.160986767,3.068384435,1.788886377,41.22209938,6.111360157,0.088833333,0.974527295,54.61691923,592.5461541,0.19,0.001,0.028,0.147103134,0.031,0.015,43.8959302,0.712721257,13.65144235,0.027,0.188,9.500644433,15.85421472,3.889869328,0.039,0.255,79.61386072,55.52256856,1.325026727,0.014,0.009,0.013,0.374469754,0.074,15.90310467,10.92305151,7.58038287,22.50746128,2.087245071,11.49489737,NaN,0.16988935,0.013,4.442015631,3.070346104,24.51210556,9.414414167,NaN,NaN,0.167706737,179.3912646,9.612569141,148.8771272,0.599427994,1183.383341,1.038083649,31.70787393,0.015,25.35697317,5.255266197,NaN,1.715501852,0.889947156,2.845277395,3551.541838,1510.807443,2838.614855,2223.734426,1157.658594,162.2497833,1137.231512,23.548114,2006.760693,162.1421542,1370.886489,67.05944391,132.428092,97.949,-97.676,5062.622281
MtC/yr,1984,0.770309787,2.134,19.36313598,NaN,1.360769919,NaN,0.04,29.00736642,1.697526965,0.218379271,64.50905907,14.79665894,16.19337351,0.506,2.511,2.483830807,0.202328798,25.0895591,28.64832283,0.047,0.132532639,0.121,0.014,0.164334255,5.000939947,0.285,45.74388344,0.011,0.523,23.74625219,0.127,0.06,0.112,116.0478561,0.023,0.041,0.059,6.010588296,491.8987706,13.29496237,0.013,0.311,0.006,0.540652155,1.401,5.403467965,8.852980163,3.162951079,0.882598828,51.06287079,36.75262855,1.073045918,13.87987499,0.096,0.012,2.017048187,5.783161231,17.38654933,0.433487756,0.022,NaN,6.894987301,0.450404319,0.136,NaN,0.157535148,11.50312216,111.1629283,0.125,1.631949119,0.047,4.409832131,281.9969074,0.700622239,15.3614409,0.155,0.017,0.928237075,0.267,0.044,0.383,0.246493198,0.535900114,6.065717097,24.75059473,0.493611742,105.329921,30.70068063,10.85453103,6.972905234,40.92321575,6.413306902,99.50917202,1.403058639,255.7511159,2.250783957,75.32349052,1.160784315,0.006,7.719771175,3.227079506,0.05,4.08986988,1.832204781,NaN,0.18980144,7.717306535,NaN,6.503744175,2.460923309,0.165,3.583424023,0.2364552,0.1509104,9.40881462,0.016,0.11867312,0.372,NaN,0.238,0.171,75.73955111,1.753463529,0.637347777,0.006,4.853410819,0.412353438,1.787267403,NaN,0.034,0.191436596,39.32123554,0.328098553,5.277464964,0.503830159,0.2704552,18.94265327,0.001,11.03430017,NaN,2.198,11.61499691,NaN,0.782574037,0.558,0.407120417,5.627460705,8.414651713,1.099713085,118.0314707,7.858634105,3.35644799,1.652,44.77314539,6.168366614,0.079666667,0.873718293,51.53291689,597.7863158,0.173,0.001,0.031,0.367335394,0.031,0.014,42.44275232,0.896334078,14.39712259,0.027,0.168,9.065730538,16.39109453,4.102644546,0.039,0.195,86.07348864,53.94836057,1.051337699,0.014,0.01,0.018,0.423589528,0.091,15.64106058,10.67901114,8.965334308,22.9638498,2.105929482,12.43333718,NaN,0.189219817,0.013,4.777404196,3.135514474,25.90235894,9.497272555,NaN,NaN,0.15867312,180.9682097,12.59706391,144.4074471,0.640551998,1219.503828,0.938361252,31.97642042,0.015,25.38288475,4.769210547,NaN,1.93694877,0.765404319,2.696411517,3622.02968,1590.355171,2910.837854,2301.546997,1161.233507,177.1857961,1203.849141,25.96099448,2019.341715,169.9037198,1411.456235,70.54215774,134.1020915,98.328,-65.935,5244.777851
MtC/yr,1985,0.955757001,2.149,19.81688549,NaN,1.276232053,NaN,0.068,27.39252052,1.830870587,0.255603645,65.77182652,14.83822233,17.46434727,0.412,2.78,2.786898105,0.228241698,27.05905241,28.38576495,0.052,0.198073212,0.123,0.017,0.192346253,5.101278119,0.316,49.10938957,0.013,0.708,24.34033444,0.13,0.063,0.114,115.0861346,0.023,0.044,0.049,5.816620633,532.6891997,13.12547512,0.013,0.348038675,0.006,0.612023679,1.906,5.51116776,8.844188509,3.702099653,0.858187862,50.36266224,39.37901036,0.985790066,16.39318373,0.098,0.013,1.976403755,5.281844411,17.41463779,0.536391453,0.018,NaN,7.436249164,0.490914371,0.141,NaN,0.156384102,13.52330457,109.8415063,0.16,1.719034536,0.047,4.755669188,284.964557,0.901111887,16.31310444,0.139,0.017,0.954380075,0.271,0.047,0.387,0.253690038,0.51567866,6.244925037,23.45715851,0.442521849,115.7904004,33.19605991,12.06234644,7.300486186,43.65368713,6.717470943,100.7049567,1.376076709,249.018285,2.298447765,81.23618221,1.01418096,0.006,7.934001956,3.480389526,0.055,4.410943713,2.119254312,NaN,0.195437848,8.46129298,NaN,7.014647877,2.524175323,0.2,3.655361731,0.287399172,0.151038675,9.829172563,0.018,0.110639503,0.327,NaN,0.179,0.193,78.71335829,2.455767446,0.650142618,0.007,4.867232769,0.30975553,1.82192051,NaN,0.034,0.184502801,40.11467502,0.396005601,5.965604931,0.541712792,0.271399172,19.00544483,0.001,11.10457239,NaN,2.352223285,12.77662281,NaN,0.713230321,0.58,0.422614481,5.305643499,7.61439226,1.121658837,121.3176382,7.404449779,3.378222741,1.766,48.71310802,6.644190571,0.092583333,1.015292362,52.92218407,644.6867026,0.168,0.001,0.035,0.429950449,0.031,0.015,47.0574628,0.723390894,14.68560987,0.041,0.181,9.07931474,16.17005478,4.184259258,0.041,0.234,88.33485534,54.56632119,1.068931712,0.014,0.009,0.018,0.435550228,0.12,17.02094161,10.85698653,8.021118162,22.90324799,2.271213018,13.16331054,NaN,0.179424309,0.013,5.655862547,3.239884635,28.83805945,10.24207641,NaN,NaN,0.168639503,195.1952465,13.55145135,152.7369217,0.638073212,1223.891417,0.896237115,34.4873781,0.033,27.57273774,5.750123226,NaN,2.339891183,0.745832881,2.787584271,3705.779169,1694.120273,2940.496559,2459.402882,1184.945059,181.6721003,1272.881076,27.56088024,2107.316724,183.1036375,1417.83891,72.61482116,136.8672921,100.469,-98.452,5401.916442
MtC/yr,1986,0.855368974,2.197,20.76429809,NaN,1.264694187,NaN,0.068,28.36625009,1.837908576,0.049,65.42636969,14.66417072,17.51106464,0.385,3.003,3.120563247,0.247291179,27.12266762,27.93880965,0.056,0.181613785,0.115,0.015,0.036873365,5.327488873,0.291,53.82811602,0.015,0.627,24.87124746,0.131,0.064,0.118,110.4421728,0.016,0.044,0.051,6.016306936,560.1097195,13.3102705,0.012,0.289949031,0.006,0.703475497,1.522,5.753997882,9.108953306,0.70970382,0.983963762,50.70474966,42.80439217,0.913117734,16.0770416,0.103,0.013,2.216452627,4.146856324,20.30373855,0.536980397,0.022,NaN,7.458236799,0.599139269,0.134,NaN,0.163233055,14.52365002,105.7372051,0.165,1.351190238,0.044,4.767379952,285.8797153,0.827058867,15.90438923,0.089,0.018,1.000171249,0.272,0.05,0.285,0.226588892,0.499083991,6.966680681,22.7185337,0.48552996,124.1993792,33.35268965,12.89016186,7.791883203,40.26638687,7.191068924,99.12341349,1.241099665,248.9798611,2.501378908,81.43967793,1.111615945,0.005,9.615247087,3.489094027,0.057,4.424637495,2.041064781,NaN,0.197292176,9.250953351,NaN,7.047106265,2.491196447,0.239,3.817544648,0.310343145,0.149686289,10.83807938,0.022,0.103605887,0.405,NaN,0.102,0.218,80.36752055,2.618751991,0.678988471,0.008,5.144119254,0.266686289,1.84398079,NaN,0.044,0.190233055,39.30528099,0.382320406,6.262552617,0.615595426,0.245343145,19.97603017,0.001,12.83995977,NaN,2.681467198,13.38936172,NaN,0.746384971,0.563,0.452323182,5.93703977,7.921598493,1.027205303,123.3211305,8.248196943,3.620901287,0.544,49.85584913,6.667454265,0.096583333,1.059789245,55.03310143,646.3291395,0.163,0.001,0.036,0.082422815,0.031,0.014,55.84076738,0.719562816,15.3359155,0.045,0.184,9.518699891,16.28414044,4.368391684,0.042,0.252,90.1449541,51.61359207,0.998990576,0.016,0.013,0.018,0.479510928,0.125,16.92426927,11.52990867,8.480681789,25.49425951,2.277127763,13.43432629,NaN,0.230849481,0.013,4.736585625,3.273028502,31.55519483,10.26723062,NaN,NaN,0.191737258,195.6690502,12.83571858,155.1732493,0.621613785,1224.851485,0.863786098,34.55607241,0.016,29.81436367,5.607337333,NaN,2.235819129,0.782088301,3.566600148,3706.197366,1765.956747,2942.055026,2530.099087,1184.7703,188.2062824,1319.886679,23.50566282,2112.904948,194.7588586,1415.763178,72.55747577,144.5270288,107.534,-13.108,5566.580113
MtC/yr,1987,0.849934471,2.03,22.89396894,NaN,1.579156322,NaN,0.075,31.28031216,1.916197408,0.122,69.82811799,15.65910369,18.24833887,0.388,3.117,3.228803413,0.253956119,28.26083073,27.99940937,0.062,0.141154358,0.156,0.028,0.032781266,5.293762361,0.338,56.16504956,0.017,0.905,24.89848602,0.141,0.068,0.119,117.6096412,0.022,0.071,0.054,6.123171947,597.9948161,13.68432062,0.013,0.360287117,0.006,0.743411908,2.006,5.71494614,9.206710476,0.630942962,1.141928745,50.28979759,47.93085638,1.041447366,15.92402242,0.106,0.013,2.643910916,4.099959337,20.36395214,0.658977068,0.027,NaN,7.773142683,0.697156322,0.136,NaN,0.128819698,15.70243246,103.6279074,0.166,1.094291044,0.049,4.967462358,281.7778121,0.890724665,17.07848088,0.064,0.02,1.069432195,0.271,0.053,0.357,0.245303859,0.586368688,7.665296054,22.96298626,0.503134823,132.6602887,33.82161005,14.24228744,8.24929257,43.28803284,7.38774846,103.7388825,1.468156064,246.3244487,2.594437386,84.86255418,1.385336207,0.006,8.563825842,3.635560508,0.057,4.611734768,2.093443677,NaN,0.207003927,8.828674377,NaN,7.349641467,2.411337371,0.265,3.793529515,0.350001964,0.147574234,11.04946046,0.022,0.09757227,0.506,NaN,0.885,0.254,83.86725165,2.860944843,0.674717139,0.008,5.480985083,0.266574234,1.349180498,NaN,0.043,0.234901707,41.34293799,0.396967236,6.595328783,0.66347806,0.272287117,16.10928788,0.001,11.10306406,NaN,2.565986565,14.46193741,NaN,0.867781919,0.637,0.513282658,7.004430434,8.868933074,1.094923987,126.5645706,8.514910667,3.130600431,0.503,52.65825606,6.946086213,0.076166667,0.835409531,57.75971897,673.5055905,0.16671681,0.001,0.04,0.073275772,0.031,0.014,51.97700169,0.661728592,15.23723675,0.055,0.136,8.859312143,16.15639891,4.336219716,0.044,0.271,89.64113608,51.72150734,1.09904944,0.015,0.014,0.021,0.479471628,0.119,16.29246084,10.97274556,9.809727484,26.50748223,2.372871531,15.36740321,NaN,0.251807338,0.015,4.773216759,3.183227699,35.05528515,10.69809673,NaN,NaN,0.209857423,203.9007909,12.95042395,156.023067,0.646154358,1277.520211,0.966848505,36.00076185,0.013,30.20227469,6.345041643,NaN,2.35443523,0.729728592,4.140316571,3812.344281,1851.572152,3019.695085,2644.221348,1196.129136,188.2056852,1384.8728,24.85570403,2158.486625,199.1302362,1479.075103,77.27423371,151.9710455,117.939,-74.319,5707.536433
MtC/yr,1988,0.779771806,1.998,22.84607903,NaN,1.378085626,NaN,0.078,33.05925798,1.970011434,0.167,71.20054463,14.44824865,18.74924564,0.42,3.314018091,3.687315417,0.255072666,29.03153532,27.22274263,0.068,0.146847882,0.176,0.03,0.032291994,5.478729404,0.355,56.64928154,0.018,1.559,23.70775112,0.151,0.062,0.123,124.3471689,0.02,0.063,0.018,7.268389772,640.7651458,14.20192897,0.014,0.407462178,0.006,0.793100906,2.403,5.914270601,9.661209728,0.621525903,1.145366971,49.45655796,54.80571259,1.085696595,15.04133892,0.095,0.015,2.658230051,4.685752292,20.28097112,0.664047066,0.029,NaN,7.98770231,0.720541981,0.144,NaN,0.15004506,14.2080856,102.2539355,0.156,1.179231921,0.05,5.103077716,280.8445401,0.93100416,18.29994823,0.149,0.026,1.112236825,0.28,0.059,0.383,0.275018826,0.674100906,7.992571293,21.30318741,0.502033694,143.3083152,36.23615563,18.32080418,8.155700762,47.79142917,8.106532863,105.3392468,1.235220573,268.9593515,2.504643076,87.18401982,1.280010815,0.006,8.958818523,3.734871138,0.057,4.73940226,2.004822574,NaN,0.22084705,9.8691006,NaN,7.559182828,2.490969895,0.263,3.926097358,0.350923525,0.146615961,11.56935259,0.026,0.104538654,0.549,NaN,0.869,0.233,83.79307111,3.136681477,0.698295655,0.008,5.769389883,0.274615961,1.115360477,NaN,0.043,0.266384455,39.73879633,0.409726746,6.945783356,0.611360693,0.269384871,19.21979969,0.001,11.58699382,NaN,2.87024451,15.72252785,NaN,0.7954872,0.6,0.586431775,6.819265164,10.23054743,1.169972047,121.2417847,8.888608919,3.247178177,0.587851209,60.67354214,7.13637498,0.110166667,1.208911472,57.92075105,691.9453048,0.188769743,0.002,0.045,0.072182104,0.031,0.013,55.19860139,0.739849545,15.76947269,0.054,0.125,9.811462988,15.89910665,4.505384415,0.043,0.273923525,93.43934779,53.89121117,0.943405536,0.018,0.018,0.018,0.511432328,0.119,15.67304569,11.09748019,10.01067596,30.51798167,2.437865402,18.06846961,NaN,0.262256256,0.019,4.321262426,3.377959852,34.04147409,10.99011573,NaN,NaN,0.235692436,209.4813552,13.12652793,155.6481592,0.620001664,1333.403522,1.306215335,36.97538383,0.018,31.59163606,6.279664308,NaN,2.60650438,0.848541981,4.374852873,3911.849197,1969.422133,3104.46419,2776.807141,1184.074027,197.7612725,1494.67231,24.84134787,2172.8697,212.1022749,1541.710762,79.02909979,158.2325633,122.099,-86.037,5917.33333
