Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2010","400.154","0.066025","28.14817","22.60041","18.48946","27.15515","393.22299","480.65226","327.26758","3944.862","46.89146","175.2770","261.2722","7.1709","1.522649","0.065892","44.77796","0.384","0.266","0.350","0.110","0.153","0.712","0.000","0.000","0.024"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2011","942.021","0.164037","30.79845","24.42668","20.00460","29.31529","363.82344","444.24788","303.15237","3829.660","47.58517","167.2368","248.3249","7.3462","1.510744","0.064304","47.00628","0.583","0.190","0.227","0.058","0.010","0.879","0.001","0.000","0.053"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2012","1874.901","0.253593","33.47489","26.37064","21.84088","31.26181","337.00354","406.89746","284.27654","3559.782","46.11197","153.8335","222.7991","7.7000","1.463788","0.061362","47.11195","0.718","0.111","0.171","0.061","0.045","0.869","0.000","0.000","0.024"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2013","2905.589","0.353225","34.12679","26.79884","22.27227","31.65167","331.61879","399.01631","280.77505","3585.577","46.60294","149.3169","221.5568","7.6956","1.499704","0.060849","48.26680","0.743","0.115","0.142","0.047","0.040","0.805","0.000","0.000","0.108"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2014","3080.869","0.403321","34.42199","26.97495","22.47494","31.77432","329.45382","395.41817","279.69125","3591.224","46.61122","148.2209","219.5327","7.7570","1.494632","0.060118","48.64221","0.732","0.124","0.143","0.040","0.060","0.794","0.000","0.000","0.106"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2015","3296.524","0.417308","35.19024","27.46576","22.89793","32.33128","323.56656","388.11369","274.87311","3597.344","46.66145","144.1732","217.6405","7.7834","1.524836","0.059532","49.66002","0.718","0.141","0.141","0.047","0.043","0.789","0.000","0.000","0.120"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2016","3466.976","0.486217","36.88535","28.60732","24.03628","33.39883","310.65474","369.73270","266.08716","3499.696","46.20814","132.0829","204.0515","8.0007","1.564337","0.057386","50.38216","0.757","0.135","0.108","0.049","0.070","0.747","0.001","0.000","0.134"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2017","3452.182","0.494621","37.41627","29.21500","24.54630","34.10910","304.19310","362.05051","260.54627","3528.038","46.38491","127.2299","202.4255","8.0617","1.608342","0.056458","52.08652","0.723","0.177","0.101","0.055","0.065","0.688","0.001","0.000","0.189"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2018","2976.034","0.499181","37.20021","29.04385","24.44771","33.84368","305.98562","363.51054","262.58964","3578.517","46.81936","125.8949","211.4274","7.8569","1.699330","0.058112","52.58716","0.682","0.209","0.110","0.048","0.066","0.695","0.001","0.000","0.191"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","2019","2559.525","0.484809","37.79964","29.39158","24.90676","34.01165","302.36553","356.81077","261.29282","3570.719","46.76591","127.0991","210.6535","7.8628","1.671636","0.057901","53.24135","0.670","0.224","0.105","0.046","0.043","0.615","0.000","0.000","0.295"
"Sedan/Wagon","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.446797","38.23163","29.25315","24.94671","33.63305","303.79635","356.23931","264.23412","3616.144","47.14927","126.7752","213.3588","7.8357","1.699216","0.058050","53.60985","0.620","0.255","0.125","0.048","0.060","0.468","0.000","0.000","0.424"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2008","60.323","0.019636","20.98270","16.92601","14.25456","19.71303","525.04983","623.44953","450.81848","5176.268","51.14421","211.2296","296.4182","8.1241","1.432336","0.057494","43.68940","0.000","1.000","0.000","0.004","0.000","0.996","0.000","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2009","130.370","0.076069","23.65808","19.00440","15.95840","22.20118","467.62843","556.88554","400.29412","4871.278","52.68073","202.4050","278.1819","7.9429","1.398605","0.056922","46.29551","0.464","0.536","0.000","0.006","0.000","0.992","0.002","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2010","280.357","0.121608","23.58862","18.97684","15.86409","22.27383","468.30765","560.19586","398.98848","5028.722","53.36919","218.4191","293.7728","7.9214","1.357551","0.058202","47.80512","0.417","0.583","0.000","0.001","0.062","0.936","0.000","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2011","462.201","0.150592","23.65097","19.07334","15.91944","22.42487","465.93835","558.24823","396.30108","5066.841","53.68764","219.9149","310.0449","7.6021","1.433195","0.060901","48.41091","0.367","0.619","0.014","0.001","0.000","0.999","0.000","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2012","506.620","0.182804","24.18782","19.44059","16.28182","22.77363","457.13633","545.82338","390.23207","5023.379","53.69279","216.1209","297.7755","7.7361","1.406905","0.059035","48.94412","0.343","0.643","0.013","0.000","0.000","1.000","0.000","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2013","760.339","0.229736","26.63859","21.15219","17.89275","24.52208","420.14563","496.68153","362.40802","4622.764","50.35775","179.0924","265.4780","8.0930","1.534658","0.056757","49.00770","0.146","0.834","0.020","0.000","0.000","1.000","0.000","0.000","0.000"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2014","1004.370","0.271000","26.93809","21.37831","18.08257","24.78629","415.70178","491.46780","358.54496","4626.167","50.79662","184.0480","269.1530","8.0297","1.502048","0.057614","49.51184","0.183","0.793","0.024","0.000","0.000","0.990","0.000","0.000","0.010"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2015","1396.682","0.297365","28.19820","22.25459","18.97210","25.59533","399.33332","468.42473","347.21173","4546.190","49.96053","174.6952","259.1569","8.2177","1.502356","0.056300","50.82438","0.123","0.839","0.038","0.000","0.010","0.807","0.000","0.000","0.183"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2016","2020.592","0.426236","28.16971","22.19526","18.92287","25.52524","400.40077","469.64335","348.16514","4460.847","49.46039","173.4143","258.0211","8.1061","1.514072","0.057221","49.72755","0.138","0.837","0.025","0.001","0.006","0.855","0.000","0.000","0.138"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2017","2409.573","0.446952","27.67192","21.88155","18.56394","25.29126","406.14134","478.72379","351.38615","4557.893","50.49538","176.9407","271.3052","7.8527","1.600112","0.059111","50.06778","0.193","0.770","0.037","0.000","0.012","0.839","0.001","0.000","0.148"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2018","2680.352","0.470886","30.17534","23.60171","20.32438","26.87038","376.54047","437.25814","330.73591","4356.517","49.69216","157.8840","252.9935","8.0077","1.672791","0.057247","51.55389","0.142","0.826","0.032","0.003","0.014","0.785","0.000","0.000","0.198"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","2019","3420.438","0.580419","30.38862","23.78630","20.46084","27.11025","373.61850","434.34200","327.80954","4366.597","49.78440","160.9323","252.8346","7.9731","1.632834","0.057155","52.08499","0.153","0.830","0.017","0.002","0.003","0.752","0.000","0.000","0.243"
"Truck SUV","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.661042","30.90447","23.93557","20.77863","27.03410","371.28836","427.69902","328.73295","4371.045","49.72454","156.3376","255.9439","7.7794","1.696428","0.057761","52.48696","0.156","0.789","0.054","0.002","0.004","0.769","0.000","0.000","0.225"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2011","113.049","0.076443","22.58811","18.18995","15.36035","21.12578","488.56648","578.56771","420.67081","5877.022","68.19999","214.0000","360.0000","7.3249","1.682243","0.061344","53.43473","0.000","0.750","0.250","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2012","140.013","0.103213","22.07606","17.78508","15.07234","20.57923","499.68842","589.62296","431.84307","5901.145","68.35345","213.5830","360.0000","7.3497","1.685528","0.061084","52.47746","0.000","0.801","0.199","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2013","241.448","0.153108","22.27366","17.94539","15.17544","20.81101","495.22466","585.61744","427.03363","5911.598","68.38751","213.5830","365.0000","7.2995","1.708938","0.061815","53.04745","0.000","0.820","0.180","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2014","178.078","0.092322","22.16475","17.87397","15.08396","20.77247","497.20338","589.16879","427.82597","5904.999","68.17790","213.5830","365.0000","7.2946","1.708938","0.061893","52.77200","0.000","0.818","0.182","0.000","0.000","1.000","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2015","343.764","0.192478","25.16343","20.01672","17.19437","22.84564","443.97884","516.85511","389.00201","4824.641","65.37099","195.5373","328.8393","7.1299","1.697654","0.067919","48.40833","0.000","0.686","0.314","0.004","0.000","0.996","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2016","475.033","0.249137","25.42939","20.21136","17.35449","23.07722","439.70328","512.08658","385.09834","4784.314","63.90042","194.8122","319.9400","7.2638","1.659936","0.066610","48.41595","0.000","0.672","0.328","0.005","0.000","0.995","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2017","458.155","0.223081","25.43287","20.22614","17.32029","23.15699","439.38195","513.09772","383.77181","4950.441","64.22095","213.1857","335.4923","6.8725","1.623769","0.067571","50.03980","0.023","0.696","0.280","0.003","0.000","0.997","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2018","240.043","0.106250","24.56507","19.57009","16.71004","22.47160","454.11140","531.83602","395.47704","4879.326","60.13478","227.6542","322.9936","7.1168","1.437443","0.065677","47.62122","0.014","0.681","0.305","0.010","0.000","0.990","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","2019","284.853","0.112999","25.30882","20.07722","17.18085","23.00258","442.64096","517.26194","386.34794","4793.221","59.89030","219.6013","314.2622","7.2094","1.448576","0.065084","48.03794","0.030","0.698","0.272","0.004","0.000","0.996","0.000","0.000","0.000"
"Pickup","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.108608","25.48684","19.87573","17.28862","22.40499","447.12827","514.03767","396.65276","4902.428","60.36899","220.5220","320.8489","6.9558","1.487721","0.065068","48.66607","0.023","0.666","0.311","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2014","1.710","0.002546","31.54150","24.60160","21.26345","27.90661","361.23665","417.94717","318.45504","3933.626","50.81760","98.5800","175.4702","9.7105","1.778415","0.044672","48.37644","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2015","31.968","0.048813","26.72678","21.22208","18.06535","24.44435","418.76204","491.93611","363.56055","4496.465","56.84641","191.4361","266.1462","8.1338","1.409130","0.059061","47.75238","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2016","62.462","0.099154","26.80593","21.15286","18.20124","24.10131","420.13232","488.26355","368.73507","4557.875","57.29257","186.4588","263.1742","8.1986","1.435160","0.057832","48.24742","0.846","0.000","0.154","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2017","42.639","0.069153","26.57936","21.04838","18.02695","24.09494","422.21779","492.98422","368.83259","4561.024","57.58436","191.5904","268.1483","8.0888","1.415015","0.058932","48.03831","0.858","0.000","0.142","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2018","144.303","0.284193","28.63244","22.91625","18.80841","27.43676","387.80348","472.50151","323.90849","4598.383","55.32113","202.9268","274.9401","7.4055","1.379417","0.059948","52.79599","0.897","0.044","0.059","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","2019","156.225","0.281541","28.68810","22.97270","18.74341","27.68530","386.85051","474.13990","321.00062","4599.440","55.39292","209.6967","277.8338","7.2674","1.331369","0.060531","52.86897","0.965","0.004","0.032","0.000","0.000","1.000","0.000","0.000","0.000"
"Minivan/Van","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.238826","29.00292","22.78394","19.28220","26.40087","390.05542","460.89143","336.61773","4674.077","55.84835","202.4224","272.4529","7.3920","1.360936","0.058438","53.30009","0.907","0.000","0.093","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2008","20.000","0.021649","24.89200","19.87844","16.88993","22.94057","447.06727","526.17143","387.39221","4000.000","47.80000","140.0000","244.0000","7.5918","1.742857","0.061000","39.75688","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2009","7.938","0.013051","25.43900","20.17033","17.49380","22.80216","440.59764","508.00856","389.74379","4000.000","47.80000","140.0000","244.0000","7.4211","1.742857","0.061000","40.34066","1.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2010","239.581","0.261861","29.46461","23.43979","19.60563","27.49635","379.14161","453.28817","323.20648","4148.263","48.32181","160.1901","214.9265","8.8789","1.332129","0.051557","49.18490","0.670","0.330","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2011","333.368","0.276285","29.33352","23.25368","19.40227","27.34917","382.17604","458.03924","324.94591","4125.786","49.00931","157.7395","209.9642","8.9977","1.321234","0.050626","48.52687","0.669","0.331","0.000","0.000","0.000","1.000","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2012","500.271","0.395368","29.31913","23.10916","19.34844","27.07985","384.56607","459.31359","328.17759","4104.557","48.51757","161.2243","213.1503","8.8521","1.325521","0.051698","47.99454","0.697","0.303","0.000","0.001","0.000","0.999","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2013","723.556","0.477900","31.37330","24.47954","20.65197","28.45847","363.03792","430.32223","312.27959","4022.575","47.66710","146.4769","210.6380","8.7805","1.467990","0.052067","49.57150","0.858","0.124","0.018","0.003","0.000","0.997","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2014","811.828","0.518290","30.71079","23.87953","20.27345","27.58037","372.15980","438.35648","322.22195","3946.037","47.22963","147.8532","207.9686","8.7432","1.435001","0.052410","47.39011","0.850","0.144","0.007","0.004","0.000","0.996","0.000","0.000","0.000"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2015","897.917","0.527792","31.71804","24.71525","21.06708","28.42915","359.57550","421.84307","312.60172","3945.438","47.32757","153.4900","212.7744","8.6180","1.404416","0.053589","49.13203","0.849","0.130","0.021","0.001","0.000","0.868","0.000","0.000","0.130"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2016","916.839","0.490266","32.73623","25.45524","21.87765","29.03737","349.12259","406.21368","306.05387","3866.710","47.18266","143.1612","205.5850","8.6384","1.466123","0.053004","49.57916","0.826","0.153","0.022","0.001","0.060","0.788","0.000","0.000","0.150"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2017","1122.655","0.568554","33.02491","25.66288","21.93330","29.43927","346.29781","405.18291","301.87571","3911.691","47.25612","129.2052","196.2468","8.9061","1.574420","0.050124","50.46215","0.812","0.157","0.031","0.000","0.054","0.845","0.001","0.000","0.100"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2018","1035.112","0.563089","35.29493","27.23864","23.91241","30.43205","326.26444","371.64804","292.02759","3727.639","46.46999","112.4944","185.6294","8.9085","1.707426","0.049738","50.97176","0.850","0.123","0.027","0.000","0.038","0.821","0.001","0.000","0.140"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","2019","1163.253","0.615122","35.12703","27.09568","23.82353","30.22771","327.98590","373.03462","294.00177","3706.057","46.88364","116.9886","192.8307","8.5840","1.700473","0.051810","50.40854","0.815","0.132","0.053","0.000","0.013","0.865","0.000","0.000","0.122"
"Car SUV","GDI, Variable Valve Timing, Multi-Valve","Prelim. 2020","-","0.633165","36.18976","27.41911","24.37949","30.26580","324.11705","364.52773","293.63180","3680.378","46.63294","111.2398","189.2915","8.5880","1.758887","0.051216","50.60427","0.873","0.107","0.020","0.000","0.020","0.838","0.000","0.000","0.141"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1986","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1987","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1988","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1989","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1990","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1991","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1992","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1993","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1997","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1998","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","GDI, Variable Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
